,¿¬µµ,¿ù,ÀÏ,ÆÀ¸í,°æ±â,Å¸¼®,Å¸À²,BABIP,º¼³Ý%,»ïÁø%,º¼/»ï,ISO,Å¸¼ö/È¨·±,OPS,RC,RC/27,wRC,SPD,wSB,wOBA,wRAA
3114,2017,04,28,ÇÑÈ­,1,34,0.182,0.227,0.0,29.4,0.00,0.151,33.00,0.539,2.32,2.32,0.94,3.06,0.01,0.236,-3.43
3115,2017,04,28,KT,1,32,0.167,0.182,6.2,21.9,0.29,0.100,30.00,0.486,1.33,1.33,0.46,-0.00,0.02,0.221,-3.65
3116,2017,04,29,»ï¼º,1,45,0.400,0.419,8.9,13.3,0.67,0.325,13.33,1.192,14.63,16.45,12.39,6.21,0.37,0.508,6.61
3117,2017,04,29,KT,1,37,0.353,0.414,2.7,16.2,0.17,0.059,-,0.773,5.10,5.74,4.72,3.84,0.20,0.346,-0.04
3118,2017,04,29,Hero,1,45,0.341,0.378,4.4,13.3,0.33,0.000,-,0.697,5.72,5.32,4.60,5.00,0.21,0.318,-1.18
3119,2017,04,29,µÎ»ê,1,36,0.286,0.364,16.7,19.4,0.86,0.035,-,0.738,4.13,4.64,4.93,1.52,0.37,0.356,0.30
3120,2017,04,29,NC,1,54,0.209,0.258,16.7,20.4,0.82,0.093,43.00,0.672,5.40,3.94,5.66,4.91,0.55,0.321,-1.28
3121,2017,04,29,ÇÑÈ­,1,37,0.257,0.346,5.4,24.3,0.22,0.057,-,0.611,3.58,3.72,2.55,4.42,0.19,0.281,-2.20
3122,2017,04,29,SK,1,39,0.235,0.250,10.3,28.2,0.36,0.294,11.33,0.862,5.44,5.25,5.88,-0.94,0.03,0.371,0.87
3123,2017,04,29,·Ôµ¥,1,45,0.206,0.250,17.8,13.3,1.33,0.000,-,0.578,3.37,3.04,3.55,1.54,0.04,0.292,-2.23
3124,2017,04,29,LG,1,33,0.194,0.240,0.0,18.2,0.00,0.000,-,0.436,1.28,1.28,0.26,-0.09,0.19,0.214,-3.98
3125,2017,04,29,KIA,1,46,0.167,0.156,2.2,19.6,0.11,0.166,21.00,0.550,3.55,2.66,1.53,8.85,0.35,0.242,-4.38
3126,2017,04,30,NC,1,42,0.390,0.394,2.4,11.9,0.20,0.342,13.67,1.137,10.81,10.81,10.67,6.85,0.03,0.485,5.27
3127,2017,04,30,LG,1,41,0.351,0.367,7.3,12.2,0.60,0.244,18.50,1.010,8.04,8.04,8.79,8.15,0.20,0.442,3.53
3128,2017,04,30,SK,1,45,0.325,0.320,4.4,22.2,0.20,0.475,8.00,1.200,13.32,13.32,11.95,11.53,0.03,0.498,6.17
3129,2017,04,30,·Ôµ¥,1,43,0.306,0.440,14.0,25.6,0.54,0.027,-,0.738,5.43,5.43,5.74,4.58,0.21,0.352,0.22
3130,2017,04,30,Hero,1,42,0.242,0.267,19.0,9.5,2.00,0.000,-,0.623,3.97,3.97,4.10,3.00,0.21,0.313,-1.29
3131,2017,04,30,ÇÑÈ­,1,39,0.324,0.355,2.6,12.8,0.20,0.162,37.00,0.845,5.70,5.70,5.99,1.89,0.03,0.375,0.98
3132,2017,04,30,»ï¼º,1,39,0.278,0.286,2.6,5.1,0.50,0.055,-,0.641,4.01,4.01,3.14,5.76,0.03,0.294,-1.87
3133,2017,04,30,KT,1,35,0.219,0.259,8.6,14.3,0.60,0.094,-,0.599,3.04,3.16,2.31,8.47,0.36,0.278,-2.19
3134,2017,04,30,µÎ»ê,1,32,0.156,0.208,0.0,25.0,0.00,0.000,-,0.312,0.78,0.78,-1.80,1.81,0.01,0.144,-5.91
3135,2017,04,30,KIA,1,32,0.138,0.167,9.4,15.6,0.60,0.000,-,0.357,0.75,0.75,-0.66,-0.80,0.02,0.183,-4.77
3136,2017,05,02,KIA,1,45,0.368,0.351,4.4,2.2,2.00,0.158,38.00,0.958,7.94,7.40,9.08,6.81,0.05,0.428,3.30
3137,2017,05,02,·Ôµ¥,1,46,0.366,0.405,6.5,8.7,0.75,0.097,-,0.872,8.35,8.05,7.89,5.36,0.21,0.394,1.98
3138,2017,05,02,ÇÑÈ­,1,44,0.351,0.419,9.1,13.6,0.67,0.027,-,0.807,7.75,8.05,6.99,6.19,0.88,0.380,1.33
3139,2017,05,02,»ï¼º,1,40,0.243,0.240,7.5,22.5,0.33,0.298,12.33,0.841,6.23,6.01,5.56,7.48,0.02,0.358,0.42
3140,2017,05,02,NC,1,30,0.200,0.263,0.0,33.3,0.00,0.133,30.00,0.533,1.40,1.46,0.67,2.42,0.18,0.230,-3.19
3141,2017,05,02,SK,1,41,0.342,0.355,4.9,12.2,0.40,0.184,19.00,0.901,7.70,7.99,7.08,2.97,0.03,0.395,1.81
3142,2017,05,02,Hero,1,39,0.333,0.429,2.6,25.6,0.10,0.028,-,0.694,4.40,4.40,3.71,1.43,0.03,0.310,-1.30
3143,2017,05,02,µÎ»ê,1,45,0.270,0.321,8.9,20.0,0.44,0.108,37.00,0.727,5.62,5.06,5.15,3.48,0.04,0.331,-0.63
3144,2017,05,02,LG,1,34,0.207,0.250,8.8,14.7,0.60,0.034,-,0.522,1.82,1.82,1.41,-0.96,0.02,0.251,-2.96
3145,2017,05,02,KT,1,29,0.107,0.188,3.4,41.4,0.08,0.036,-,0.281,0.15,0.14,-1.94,-3.19,0.01,0.132,-5.66
3146,2017,05,03,LG,1,45,0.447,0.485,11.1,8.9,1.25,0.132,38.00,1.102,11.24,12.64,11.82,2.39,0.06,0.494,6.04
3147,2017,05,03,KT,1,36,0.364,0.367,8.3,5.6,1.50,0.242,33.00,1.023,8.08,9.92,7.80,2.98,0.03,0.444,3.17
3148,2017,05,03,µÎ»ê,1,48,0.359,0.440,16.7,22.9,0.73,0.231,13.00,1.069,11.09,11.09,11.53,2.16,0.06,0.470,5.36
3149,2017,05,03,ÇÑÈ­,1,46,0.300,0.300,8.7,15.2,0.57,0.275,13.33,0.953,9.17,8.54,8.61,4.31,0.03,0.411,2.70
3150,2017,05,03,KIA,1,35,0.161,0.208,8.6,20.0,0.43,0.129,-,0.525,2.06,1.99,1.18,5.56,0.01,0.243,-3.32
3151,2017,05,03,·Ôµ¥,1,39,0.324,0.407,10.3,18.0,0.57,0.117,-,0.836,5.10,5.10,6.15,-0.48,0.03,0.379,1.13
3152,2017,05,03,Hero,1,38,0.289,0.379,0.0,23.7,0.00,0.027,-,0.605,3.16,3.05,2.41,0.89,0.03,0.275,-2.48
3153,2017,05,03,SK,1,46,0.256,0.233,8.7,13.0,0.67,0.231,13.00,0.828,6.96,6.06,6.59,4.31,0.03,0.363,0.68
3154,2017,05,03,»ï¼º,1,38,0.229,0.233,7.9,10.5,0.75,0.228,35.00,0.746,4.42,4.26,4.24,8.65,0.02,0.328,-0.64
3155,2017,05,03,NC,1,31,0.179,0.238,6.4,22.6,0.29,0.000,-,0.437,0.93,0.97,0.41,-3.90,0.02,0.220,-3.58
3156,2017,05,04,µÎ»ê,1,52,0.351,0.310,19.2,11.5,1.67,0.325,9.25,1.176,14.14,14.14,13.62,4.40,0.06,0.494,6.94
3157,2017,05,04,Hero,1,41,0.273,0.259,7.3,9.8,0.75,0.212,16.50,0.900,7.50,8.43,7.57,8.81,0.04,0.409,2.30
3158,2017,05,04,·Ôµ¥,1,36,0.273,0.280,2.8,16.7,0.17,0.182,16.50,0.749,3.62,3.49,3.93,0.84,0.02,0.326,-0.70
3159,2017,05,04,SK,1,35,0.267,0.300,8.6,22.9,0.38,0.266,15.00,0.886,5.52,6.21,5.69,2.31,0.02,0.384,1.20
3160,2017,05,04,LG,1,35,0.258,0.320,8.6,20.0,0.43,0.000,-,0.572,2.81,3.03,2.12,3.11,0.20,0.272,-2.38
3161,2017,05,04,KT,1,39,0.324,0.400,5.1,18.0,0.29,0.027,-,0.710,4.85,5.04,4.37,2.82,0.37,0.329,-0.64
3162,2017,05,04,ÇÑÈ­,1,41,0.286,0.370,12.2,19.5,0.62,0.057,-,0.733,4.81,4.81,5.32,2.10,0.21,0.348,0.06
3163,2017,05,04,KIA,1,36,0.265,0.296,0.0,16.7,0.00,0.117,34.00,0.688,3.76,3.90,3.46,0.33,0.03,0.311,-1.16
3164,2017,05,04,»ï¼º,1,35,0.242,0.286,5.7,14.3,0.40,0.091,-,0.619,2.63,2.63,2.41,-0.04,0.02,0.281,-2.09
3165,2017,05,04,NC,1,39,0.176,0.240,10.3,23.1,0.44,0.059,-,0.517,2.62,2.53,1.70,3.48,0.03,0.253,-3.31
3166,2017,05,05,ÇÑÈ­,1,45,0.462,0.486,6.7,8.9,0.75,0.205,39.00,1.167,13.10,14.74,12.30,3.80,0.05,0.506,6.51
3167,2017,05,05,NC,1,36,0.333,0.345,5.6,11.1,0.50,0.182,33.00,0.876,6.51,7.65,5.75,7.89,0.03,0.381,1.12
3168,2017,05,05,KIA,1,47,0.310,0.375,8.5,21.3,0.40,0.119,42.00,0.791,7.26,6.54,6.29,4.11,0.21,0.353,0.25
3169,2017,05,05,Hero,1,35,0.286,0.333,14.3,14.3,1.00,0.250,-,0.918,5.95,6.98,6.25,16.78,0.03,0.402,1.75
3170,2017,05,05,LG,1,37,0.182,0.174,8.1,21.6,0.38,0.242,16.50,0.694,3.78,3.65,3.38,8.36,0.19,0.306,-1.38
3171,2017,05,05,SK,1,41,0.306,0.393,12.2,19.5,0.62,0.027,-,0.723,5.06,5.25,5.14,3.78,0.21,0.343,-0.13
3172,2017,05,05,µÎ»ê,1,33,0.290,0.375,3.0,21.2,0.14,0.033,-,0.636,2.40,2.49,2.59,0.22,0.19,0.292,-1.65
3173,2017,05,05,·Ôµ¥,1,46,0.250,0.346,13.0,21.7,0.60,0.028,-,0.650,4.36,3.80,3.94,2.60,0.20,0.300,-1.97
3174,2017,05,05,»ï¼º,1,35,0.242,0.233,0.0,5.7,0.00,0.091,33.00,0.598,2.69,2.69,2.04,1.31,0.02,0.270,-2.46
3175,2017,05,05,KT,1,32,0.188,0.231,0.0,18.8,0.00,0.062,-,0.438,1.25,1.25,-0.33,1.11,0.01,0.194,-4.45
3176,2017,05,06,SK,1,50,0.465,0.513,6.0,10.0,0.60,0.116,-,1.091,13.05,13.05,12.78,4.22,0.39,0.487,6.35
3177,2017,05,06,ÇÑÈ­,1,36,0.400,0.407,2.8,13.9,0.20,0.257,11.67,1.074,7.75,8.72,8.46,-0.32,0.03,0.464,3.83
3178,2017,05,06,KIA,1,45,0.324,0.414,15.6,17.8,0.88,0.054,-,0.822,6.07,5.86,7.56,-1.49,0.05,0.390,1.78
3179,2017,05,06,»ï¼º,1,45,0.278,0.280,13.3,17.8,0.75,0.305,12.00,0.992,8.58,7.98,9.16,3.78,0.20,0.430,3.38
3180,2017,05,06,LG,1,38,0.194,0.250,10.5,18.4,0.57,0.000,-,0.518,2.64,2.64,2.20,6.20,0.37,0.269,-2.68
3181,2017,05,06,Hero,1,41,0.289,0.393,2.4,24.4,0.10,0.053,-,0.683,4.88,4.88,4.23,5.42,0.20,0.319,-1.04
3182,2017,05,06,·Ôµ¥,1,33,0.281,0.333,0.0,15.2,0.00,0.000,-,0.584,1.68,1.68,2.06,-2.63,0.03,0.274,-2.18
3183,2017,05,06,NC,1,38,0.235,0.348,10.5,29.0,0.36,0.030,-,0.581,2.91,2.91,2.53,0.49,0.03,0.279,-2.35
3184,2017,05,06,KT,1,37,0.219,0.250,10.8,18.9,0.57,0.125,32.00,0.650,3.32,3.32,2.69,1.26,0.02,0.285,-2.07
3185,2017,05,06,µÎ»ê,1,37,0.206,0.200,8.1,18.9,0.43,0.206,17.00,0.682,4.14,4.14,3.11,5.05,0.19,0.298,-1.64
3186,2017,05,07,LG,1,47,0.400,0.444,2.1,10.6,0.20,0.075,-,0.932,9.30,9.30,9.49,8.32,0.22,0.428,3.45
3187,2017,05,07,NC,1,45,0.368,0.387,13.3,11.1,1.20,0.264,19.00,1.099,11.48,12.39,11.10,3.76,0.04,0.477,5.31
3188,2017,05,07,KT,1,44,0.306,0.333,13.6,18.2,0.75,0.250,18.00,0.951,8.93,8.93,8.12,5.59,0.20,0.409,2.47
3189,2017,05,07,KIA,1,38,0.222,0.241,5.3,15.8,0.33,0.167,36.00,0.652,3.82,3.68,2.79,4.04,0.02,0.286,-2.09
3190,2017,05,07,·Ôµ¥,1,41,0.342,0.379,2.4,17.1,0.14,0.184,19.00,0.916,7.10,7.10,7.47,-0.44,0.04,0.406,2.21
3191,2017,05,07,»ï¼º,1,37,0.235,0.296,5.4,18.9,0.29,0.030,-,0.562,2.92,2.92,2.11,3.79,0.36,0.268,-2.64
3192,2017,05,07,µÎ»ê,1,40,0.229,0.269,10.0,20.0,0.50,0.142,35.00,0.696,4.65,4.65,4.12,3.31,0.03,0.319,-1.01
3193,2017,05,07,ÇÑÈ­,1,32,0.133,0.190,3.1,28.1,0.11,0.000,-,0.321,0.87,0.87,-1.27,2.07,0.35,0.162,-5.38
3194,2017,05,07,Hero,1,60,0.327,0.390,15.0,15.0,1.00,0.122,-,0.873,10.15,7.61,9.71,4.10,0.21,0.384,2.00
3195,2017,05,07,SK,1,53,0.255,0.333,3.8,24.5,0.15,0.149,47.00,0.744,6.21,4.53,6.47,3.38,0.04,0.340,-0.34
3196,2017,05,09,KIA,1,42,0.378,0.367,7.1,11.9,0.60,0.298,12.33,1.105,10.75,11.61,9.99,4.12,0.04,0.467,4.60
3197,2017,05,09,KT,1,38,0.324,0.423,2.6,26.3,0.10,0.135,37.00,0.801,5.00,5.00,5.16,-0.01,0.03,0.355,0.28
3198,2017,05,10,µÎ»ê,1,40,0.395,0.469,5.0,15.0,0.33,0.079,-,0.899,7.87,9.24,7.32,3.58,0.04,0.407,2.18
3199,2017,05,10,LG,1,44,0.366,0.394,4.6,15.9,0.29,0.244,20.50,0.996,9.47,9.13,8.86,6.27,0.03,0.427,3.20
3200,2017,05,10,·Ôµ¥,1,46,0.366,0.464,8.7,23.9,0.36,0.219,20.50,1.007,10.82,10.43,9.80,5.94,0.71,0.440,3.89
3201,2017,05,10,KT,1,38,0.281,0.321,13.2,10.5,1.25,0.094,-,0.753,4.36,4.53,4.98,1.46,0.03,0.350,0.09
3202,2017,05,10,NC,1,32,0.250,0.348,0.0,28.1,0.00,0.063,-,0.563,2.19,2.36,1.34,1.95,0.02,0.251,-2.78
3203,2017,05,10,Hero,1,35,0.229,0.308,0.0,25.7,0.00,0.057,-,0.515,2.29,2.29,0.78,1.81,0.02,0.230,-3.72
3204,2017,05,10,ÇÑÈ­,1,34,0.167,0.227,8.8,23.5,0.38,0.000,-,0.409,1.40,1.40,-0.01,1.92,0.19,0.205,-4.38
3205,2017,05,10,SK,1,35,0.156,0.278,5.7,40.0,0.14,0.063,-,0.448,1.78,1.78,0.37,7.37,0.02,0.217,-4.13
3206,2017,05,10,»ï¼º,1,31,0.129,0.120,0.0,16.1,0.00,0.097,31.00,0.355,0.90,0.90,-1.51,1.81,0.01,0.152,-5.49
3207,2017,05,10,KIA,1,33,0.094,0.143,3.0,33.3,0.09,0.031,-,0.246,0.39,0.35,-2.69,-0.09,0.01,0.116,-6.93
3208,2017,05,11,KT,1,39,0.351,0.429,0.0,20.5,0.00,0.108,37.00,0.810,5.38,5.19,5.49,1.93,0.36,0.360,0.48
3209,2017,05,11,µÎ»ê,1,42,0.303,0.321,14.3,11.9,1.20,0.152,33.00,0.884,7.76,8.38,7.45,6.09,0.54,0.401,2.05
3210,2017,05,11,LG,1,41,0.286,0.346,12.2,22.0,0.56,0.228,35.00,0.880,7.44,7.73,6.51,5.55,0.19,0.380,1.24
3211,2017,05,11,Hero,1,37,0.273,0.320,5.4,18.9,0.29,0.091,33.00,0.678,3.81,3.81,3.42,1.90,0.19,0.307,-1.33
3212,2017,05,11,ÇÑÈ­,1,35,0.185,0.208,17.1,8.6,2.00,0.037,-,0.575,2.86,3.36,2.88,2.81,0.03,0.296,-1.62
3213,2017,05,11,»ï¼º,1,37,0.265,0.296,5.4,16.2,0.33,0.117,34.00,0.688,3.54,3.42,3.46,2.09,0.19,0.308,-1.29
3214,2017,05,11,NC,1,35,0.219,0.269,2.9,20.0,0.14,0.031,-,0.507,2.02,1.94,0.99,2.87,0.36,0.237,-3.51
3215,2017,05,11,KIA,1,33,0.156,0.179,3.0,12.1,0.25,0.063,-,0.401,1.10,1.06,-0.70,2.05,0.01,0.182,-4.94
3216,2017,05,11,SK,1,30,0.133,0.160,0.0,16.7,0.00,0.000,-,0.266,0.53,0.55,-2.26,1.81,0.01,0.123,-6.12
3217,2017,05,11,·Ôµ¥,1,33,0.133,0.182,6.1,24.2,0.25,0.034,-,0.379,0.88,0.84,-0.49,-0.82,0.02,0.189,-4.73
3218,2017,05,12,»ï¼º,1,32,0.310,0.333,6.2,9.4,0.67,0.035,-,0.689,3.25,3.82,3.17,1.74,0.19,0.315,-0.94
3219,2017,05,12,NC,1,39,0.294,0.258,5.1,5.1,1.00,0.235,17.00,0.871,6.42,6.42,5.95,5.67,0.36,0.373,0.94
3220,2017,05,12,ÇÑÈ­,1,41,0.243,0.310,7.3,19.5,0.38,0.081,-,0.641,4.05,3.91,3.09,4.31,0.03,0.289,-2.18
3221,2017,05,12,SK,1,37,0.242,0.269,8.1,16.2,0.50,0.152,33.00,0.718,4.89,5.28,4.03,7.56,0.36,0.325,-0.73
3222,2017,05,12,KIA,1,36,0.273,0.346,5.6,19.4,0.29,0.030,-,0.636,3.29,3.56,3.13,1.28,0.03,0.301,-1.49
3223,2017,05,12,LG,1,39,0.257,0.346,7.7,23.1,0.33,0.029,-,0.602,3.64,3.64,2.78,4.21,0.20,0.284,-2.23
3224,2017,05,12,Hero,1,33,0.226,0.333,6.1,30.3,0.20,0.032,-,0.531,1.55,1.55,1.31,-3.34,0.02,0.249,-2.93
3225,2017,05,12,KT,1,41,0.222,0.276,7.3,17.1,0.43,0.084,-,0.606,3.83,3.56,2.91,5.55,0.19,0.284,-2.36
3226,2017,05,13,KT,1,38,0.394,0.481,13.2,15.8,0.83,0.121,-,0.989,7.43,8.72,8.32,1.29,0.21,0.446,3.43
3227,2017,05,13,µÎ»ê,1,46,0.350,0.387,10.9,15.2,0.71,0.250,20.00,1.035,10.99,10.99,10.25,4.30,0.37,0.451,4.34
3228,2017,05,13,Hero,1,38,0.333,0.387,0.0,15.8,0.00,0.056,-,0.731,4.83,5.02,4.26,3.90,0.20,0.329,-0.62
3229,2017,05,13,ÇÑÈ­,1,44,0.325,0.313,2.3,11.4,0.20,0.275,13.33,0.972,8.63,8.03,8.55,4.45,0.03,0.419,2.90
3230,2017,05,13,KIA,1,42,0.220,0.233,2.4,21.4,0.11,0.219,20.50,0.677,3.91,3.20,3.16,2.36,0.01,0.288,-2.23
3231,2017,05,13,LG,1,34,0.233,0.280,5.9,14.7,0.40,0.000,-,0.557,1.66,1.66,2.23,-4.59,0.03,0.278,-2.14
3232,2017,05,13,·Ôµ¥,1,37,0.226,0.280,10.8,16.2,0.67,0.032,-,0.609,2.84,2.95,3.30,0.84,0.03,0.304,-1.46
3233,2017,05,13,»ï¼º,1,35,0.212,0.208,5.7,20.0,0.29,0.273,16.50,0.742,3.89,3.89,3.46,4.96,0.18,0.314,-1.04
3234,2017,05,13,NC,1,37,0.171,0.185,2.7,18.9,0.14,0.115,35.00,0.502,2.27,2.12,0.72,2.81,0.02,0.227,-4.03
3235,2017,05,13,SK,1,42,0.111,0.100,11.9,11.9,1.00,0.083,36.00,0.414,1.83,1.50,-0.58,3.24,0.02,0.190,-5.98
3236,2017,05,14,µÎ»ê,1,53,0.405,0.417,17.0,9.4,1.80,0.285,21.00,1.199,15.76,15.76,14.79,6.35,0.06,0.513,7.98
3237,2017,05,14,SK,1,33,0.333,0.364,3.0,18.2,0.17,0.200,15.00,0.888,4.72,5.54,5.44,1.11,0.03,0.387,1.20
3238,2017,05,14,LG,1,33,0.290,0.320,6.1,15.2,0.40,0.258,31.00,0.881,4.78,5.38,5.35,11.31,0.02,0.384,1.11
3239,2017,05,14,KT,1,40,0.278,0.357,5.0,20.0,0.25,0.055,-,0.666,4.66,4.66,3.82,8.09,0.36,0.311,-1.32
3240,2017,05,14,Hero,1,38,0.235,0.304,7.9,29.0,0.27,0.118,34.00,0.642,4.00,4.00,2.82,5.05,0.19,0.287,-2.07
3241,2017,05,14,NC,1,37,0.314,0.333,2.7,13.5,0.20,0.172,35.00,0.810,4.95,4.95,4.90,5.56,0.19,0.351,0.15
3242,2017,05,14,ÇÑÈ­,1,35,0.273,0.310,0.0,14.3,0.00,0.030,-,0.568,2.52,2.52,1.53,2.37,0.02,0.254,-2.97
3243,2017,05,14,»ï¼º,1,35,0.265,0.286,0.0,14.3,0.00,0.206,34.00,0.736,4.25,4.41,3.47,3.69,0.01,0.315,-1.02
3244,2017,05,14,·Ôµ¥,1,38,0.235,0.296,5.3,18.4,0.29,0.059,-,0.610,3.49,3.62,2.95,2.44,0.03,0.291,-1.94
3245,2017,05,14,KIA,1,36,0.194,0.192,13.9,11.1,1.25,0.129,31.00,0.629,2.83,2.83,2.84,2.81,0.03,0.292,-1.79
3246,2017,05,16,·Ôµ¥,1,38,0.353,0.407,7.9,15.8,0.50,0.206,34.00,0.964,7.48,8.41,7.57,5.82,0.03,0.425,2.69
3247,2017,05,16,Hero,1,35,0.333,0.391,11.4,17.1,0.67,0.234,30.00,0.979,5.91,6.65,6.76,3.53,0.19,0.418,2.26
3248,2017,05,16,NC,1,37,0.294,0.310,5.4,10.8,0.50,0.118,34.00,0.745,4.63,4.80,4.32,3.46,0.19,0.334,-0.43
3249,2017,05,16,»ï¼º,1,43,0.270,0.300,14.0,14.0,1.00,0.162,37.00,0.804,6.13,5.91,6.16,2.81,0.03,0.363,0.64
3250,2017,05,16,KIA,1,43,0.256,0.321,7.0,23.3,0.30,0.180,39.00,0.762,5.38,4.84,4.93,6.39,0.03,0.332,-0.59
3251,2017,05,16,µÎ»ê,1,35,0.313,0.476,5.7,31.4,0.18,0.031,-,0.715,2.69,2.69,4.15,-3.45,0.03,0.336,-0.34
3252,2017,05,16,LG,1,40,0.216,0.296,7.5,25.0,0.30,0.000,-,0.491,1.54,1.26,1.18,-3.20,0.03,0.238,-3.96
3253,2017,05,16,KT,1,34,0.148,0.190,14.7,17.6,0.83,0.000,-,0.451,1.61,1.74,1.21,-0.09,0.03,0.245,-3.16
3254,2017,05,16,ÇÑÈ­,1,30,0.138,0.200,0.0,30.0,0.00,0.000,-,0.276,0.45,0.45,-2.15,1.06,0.01,0.127,-6.00
3255,2017,05,16,SK,1,34,0.133,0.158,8.8,29.4,0.30,0.167,30.00,0.535,2.07,2.07,1.25,0.71,0.01,0.246,-3.12
3256,2017,05,17,·Ôµ¥,1,38,0.378,0.387,2.6,10.5,0.25,0.271,18.50,1.044,7.99,8.30,8.40,3.78,0.36,0.449,3.52
3257,2017,05,17,KIA,1,40,0.343,0.375,12.5,7.5,1.67,0.086,-,0.854,6.42,7.22,6.48,3.06,0.04,0.384,1.34
3258,2017,05,17,ÇÑÈ­,1,43,0.316,0.333,4.6,4.6,1.00,0.131,-,0.842,7.00,7.00,7.09,8.20,0.20,0.387,1.56
3259,2017,05,17,»ï¼º,1,41,0.278,0.290,4.9,12.2,0.40,0.166,36.00,0.769,5.37,5.00,5.00,8.34,0.19,0.340,-0.27
3260,2017,05,17,NC,1,37,0.226,0.240,8.1,13.5,0.60,0.161,31.00,0.701,3.81,3.81,3.77,0.84,0.02,0.318,-0.99
3261,2017,05,17,Hero,1,39,0.324,0.364,2.6,10.3,0.25,0.108,-,0.774,5.59,5.81,4.98,3.35,0.03,0.346,-0.04
3262,2017,05,17,LG,1,37,0.229,0.280,5.4,24.3,0.22,0.142,35.00,0.641,3.42,3.29,2.66,4.29,0.19,0.285,-2.09
3263,2017,05,17,µÎ»ê,1,36,0.212,0.241,0.0,11.1,0.00,0.030,-,0.477,2.07,1.99,0.55,2.65,0.02,0.222,-4.08
3264,2017,05,17,SK,1,36,0.182,0.167,8.3,19.4,0.43,0.212,16.50,0.644,3.06,2.95,2.46,1.81,0.02,0.281,-2.16
3265,2017,05,17,KT,1,38,0.152,0.174,13.2,23.7,0.56,0.121,33.00,0.536,2.56,2.39,1.63,3.04,0.19,0.253,-3.25
3266,2017,05,18,·Ôµ¥,1,44,0.463,0.500,6.8,13.6,0.50,0.366,13.67,1.329,16.75,18.85,14.43,6.90,0.71,0.566,8.78
3267,2017,05,18,SK,1,39,0.364,0.407,5.1,12.8,0.40,0.121,33.00,0.932,6.95,7.82,7.54,1.57,0.21,0.418,2.52
3268,2017,05,18,KIA,1,43,0.353,0.345,16.3,7.0,2.33,0.265,17.00,1.094,10.98,12.89,10.57,4.00,0.04,0.476,5.05
3269,2017,05,18,Hero,1,33,0.276,0.250,12.1,9.1,1.33,0.276,14.50,0.916,4.65,5.23,5.67,1.48,0.02,0.395,1.43
3270,2017,05,18,µÎ»ê,1,39,0.219,0.240,12.8,15.4,0.83,0.187,32.00,0.765,5.69,6.15,5.24,10.87,0.36,0.353,0.23
3271,2017,05,18,LG,1,39,0.405,0.484,2.6,15.4,0.17,0.054,-,0.895,5.39,5.39,7.24,-2.01,0.04,0.410,2.23
3272,2017,05,18,KT,1,37,0.294,0.321,5.4,16.2,0.33,0.147,34.00,0.765,4.48,4.48,4.33,2.93,0.19,0.334,-0.42
3273,2017,05,18,ÇÑÈ­,1,42,0.257,0.296,14.3,16.7,0.86,0.114,35.00,0.737,5.03,4.85,5.19,3.60,0.04,0.342,-0.21
3274,2017,05,18,NC,1,40,0.250,0.308,15.0,17.5,0.86,0.031,-,0.656,3.97,4.12,4.18,1.75,0.04,0.321,-0.96
3275,2017,05,18,»ï¼º,1,32,0.107,0.176,12.5,34.4,0.36,0.000,-,0.326,0.71,0.74,-1.35,2.65,0.02,0.159,-5.47
3276,2017,05,19,µÎ»ê,1,43,0.359,0.387,9.3,14.0,0.67,0.205,19.50,0.983,9.31,9.67,8.81,3.14,0.21,0.431,3.29
3277,2017,05,19,»ï¼º,1,38,0.324,0.357,2.6,15.8,0.17,0.176,34.00,0.851,6.03,6.26,5.68,4.07,0.19,0.370,0.80
3278,2017,05,19,SK,1,52,0.324,0.310,21.2,13.5,1.57,0.298,12.33,1.103,13.43,13.43,12.43,4.96,0.22,0.468,5.75
3279,2017,05,19,·Ôµ¥,1,42,0.306,0.300,4.8,11.9,0.40,0.222,18.00,0.878,7.03,6.78,6.23,5.70,0.03,0.369,0.83
3280,2017,05,19,Hero,1,35,0.257,0.321,0.0,20.0,0.00,0.029,-,0.543,2.29,2.29,1.29,2.61,0.02,0.246,-3.20
3281,2017,05,19,LG,1,36,0.273,0.333,8.3,22.2,0.38,0.091,33.00,0.697,2.96,2.85,3.71,2.66,0.20,0.319,-0.92
3282,2017,05,19,KIA,1,39,0.265,0.304,7.7,23.1,0.33,0.235,17.00,0.859,6.10,6.33,6.22,8.66,0.03,0.381,1.21
3283,2017,05,19,ÇÑÈ­,1,39,0.250,0.364,5.1,25.6,0.20,0.094,-,0.695,3.35,3.12,3.99,-0.16,0.03,0.318,-1.02
3284,2017,05,19,KT,1,38,0.243,0.308,2.6,26.3,0.10,0.189,37.00,0.695,4.42,4.26,3.28,4.49,0.18,0.301,-1.60
3285,2017,05,19,NC,1,35,0.212,0.304,0.0,28.6,0.00,0.091,-,0.560,2.40,2.40,1.67,1.08,0.02,0.258,-2.83
3286,2017,05,20,µÎ»ê,1,40,0.385,0.400,2.5,7.5,0.33,0.128,39.00,0.913,6.75,6.75,7.29,1.13,0.20,0.406,2.15
3287,2017,05,20,Hero,1,44,0.375,0.444,9.1,22.7,0.40,0.275,13.33,1.082,10.65,10.65,10.41,2.40,0.21,0.466,4.75
