,¿¬µµ,¿ù,ÀÏ,ÆÀ¸í,ÆÀ½Â,ÆÀ¹«,ÆÀÆÐ,RA/G,½ÇÁ¡,ÀÚÃ¥,ÇÇÈ¨·±,º¼³Ý%,»ïÁø%,BABIP,LOB%,ERA,RA9-WAR,FIP,kFIP,WAR
4236,2017,9,19,µÎ»ê,1,0,0,3.0,3,3,1,7.9,15.8,0.25,83.3,3.0,0.41,4.78,4.85,0.07
4237,2017,9,19,SK,1,0,0,4.0,4,4,1,2.9,14.3,0.192,65.8,4.0,0.23,5.0,5.2,0.07
4238,2017,9,19,KT,1,0,0,7.0,7,7,2,12.5,20.0,0.217,58.8,7.0,-0.21,6.78,6.8,-0.19
4239,2017,9,19,KIA,0,0,1,7.0,7,5,0,5.0,22.5,0.44799999999999995,53.3,5.0,0.02,2.34,2.02,0.29
4240,2017,9,19,·Ôµ¥,0,0,1,8.0,8,8,3,2.4,26.8,0.36,61.2,8.0,-0.13,5.89,5.33,0.01
4241,2017,9,19,LG,0,0,1,15.0,15,14,1,6.0,10.0,0.439,34.0,14.0,-0.59,4.67,4.79,0.06
4242,2017,9,20,ÇÑÈ­,1,0,0,1.0,1,1,1,5.9,20.6,0.16699999999999998,107.1,1.0,0.62,4.23,4.13,0.16
4243,2017,9,20,µÎ»ê,1,0,0,2.0,2,2,1,0.0,16.7,0.29600000000000004,92.1,2.0,0.53,3.78,3.69,0.25
4244,2017,9,20,SK,1,0,0,3.0,3,3,1,8.3,5.6,0.25,84.9,3.0,0.45,6.0,6.57,-0.06
4245,2017,9,20,LG,0,0,1,2.0,2,2,1,5.4,21.6,0.28,93.8,2.0,0.4,4.34,4.2,0.09
4246,2017,9,20,NC,0,0,1,3.0,3,3,1,5.6,25.0,0.25,78.9,3.0,0.36,3.78,3.47,0.22
4247,2017,9,20,KIA,0,0,1,4.0,4,4,2,0.0,21.6,0.34600000000000003,85.4,4.0,0.26,4.78,4.48,0.17
4248,2017,9,21,Hero,1,0,0,3.0,3,3,2,0.0,21.2,0.16699999999999998,93.8,3.0,0.36,5.0,4.81,0.08
4249,2017,9,21,»ï¼º,1,0,0,4.0,4,4,2,10.5,26.3,0.273,87.0,4.0,0.3,5.67,5.35,0.11
4250,2017,9,21,KT,0,0,1,5.0,5,4,1,4.9,9.8,0.375,75.3,4.0,0.12,5.23,5.52,0.04
4251,2017,9,21,LG,0,0,1,8.0,8,8,2,5.0,12.5,0.433,65.8,9.0,-0.17,6.79,6.94,-0.03
4252,2017,9,22,µÎ»ê,1,0,0,0.0,0,0,0,8.8,17.6,0.24,100.0,0.0,0.72,3.34,3.4,0.31
4253,2017,9,22,·Ôµ¥,1,0,0,0.0,0,0,0,0.0,37.9,0.111,100.0,0.0,0.8,1.23,0.59,0.63
4254,2017,9,22,LG,1,0,0,4.0,4,3,0,9.3,11.6,0.344,73.3,3.0,0.42,3.56,3.73,0.23
4255,2017,9,22,ÇÑÈ­,0,0,1,2.0,2,2,0,0.0,11.1,0.355,81.8,2.0,0.41,2.78,2.91,0.28
4256,2017,9,22,KIA,0,0,1,6.0,6,6,2,9.3,14.0,0.32299999999999995,75.8,6.0,0.02,6.56,6.68,-0.06
4257,2017,9,22,»ï¼º,0,0,1,8.0,8,8,2,8.9,17.8,0.4,65.8,8.0,0.03,6.11,6.02,-0.03
4258,2017,9,23,·Ôµ¥,1,0,0,2.0,2,2,2,0.0,14.3,0.25,112.9,2.0,0.42,5.45,5.47,-0.01
4259,2017,9,23,KIA,1,0,0,3.0,3,3,1,0.0,21.9,0.25,71.4,3.0,0.31,3.56,3.36,0.19
4260,2017,9,23,ÇÑÈ­,1,0,0,7.0,7,7,2,8.7,19.6,0.33299999999999996,68.2,6.3,0.19,5.67,5.54,0.09
4261,2017,9,23,LG,1,0,0,9.0,9,9,2,7.0,16.3,0.355,53.0,9.0,-0.13,6.0,5.96,0.04
4262,2017,9,23,»ï¼º,0,0,1,8.0,8,5,0,14.3,20.4,0.414,57.9,4.66,-0.13,3.15,2.94,0.3
4263,2017,9,23,Hero,0,0,1,7.0,7,6,0,2.6,5.3,0.33299999999999996,50.0,6.75,-0.1,4.29,4.81,0.03
4264,2017,9,23,KT,0,0,1,8.0,8,8,5,9.3,14.0,0.33299999999999996,90.9,9.0,-0.14,11.79,11.88,-0.32
4265,2017,9,23,NC,0,0,1,11.0,11,11,3,10.6,14.9,0.46399999999999997,65.7,11.0,-0.56,9.11,9.37,-0.4
4266,2017,9,24,ÇÑÈ­,1,0,0,0.0,0,0,0,5.7,25.7,0.304,100.0,0.0,0.76,2.34,2.02,0.4
4267,2017,9,24,NC,1,0,0,3.0,3,3,1,8.8,23.5,0.19,75.8,3.0,0.38,4.0,3.8,0.23
4268,2017,9,24,µÎ»ê,1,0,0,4.0,4,3,1,10.0,17.5,0.35700000000000004,80.9,3.0,0.27,4.89,4.9,0.06
4269,2017,9,24,LG,0,0,1,4.0,4,4,1,9.4,25.0,0.25,65.8,4.5,0.21,4.42,4.18,0.21
4270,2017,9,24,KIA,0,0,1,5.0,5,5,1,2.6,7.9,0.33299999999999996,69.0,5.0,0.52,4.45,4.69,0.28
4271,2017,9,24,KT,0,0,1,6.0,6,5,0,10.5,10.5,0.36700000000000005,60.0,5.62,-0.0,4.17,4.47,0.1
4272,2017,9,26,KIA,1,0,0,0.0,0,0,0,0.0,19.4,0.2,100.0,0.0,0.72,2.34,2.24,0.34
4273,2017,9,26,·Ôµ¥,1,0,0,8.0,8,8,2,9.5,26.2,0.33299999999999996,57.4,8.0,-0.12,5.78,5.42,-0.06
4274,2017,9,26,LG,0,0,1,6.0,6,6,2,13.2,13.2,0.33299999999999996,75.8,6.75,-0.05,7.92,8.24,-0.15
4275,2017,9,26,ÇÑÈ­,0,0,1,11.0,11,10,2,15.9,15.9,0.462,57.3,11.25,-0.2,8.17,8.36,-0.08
4276,2017,9,27,NC,1,0,0,1.0,1,1,1,8.6,22.9,0.174,106.1,1.0,0.51,4.34,4.18,0.12
4277,2017,9,27,KT,1,0,0,2.0,2,2,0,7.7,17.9,0.321,84.6,2.0,0.49,3.45,3.46,0.24
4278,2017,9,27,µÎ»ê,0,0,1,3.0,3,3,0,6.7,30.0,0.278,62.5,3.38,0.23,2.54,2.19,0.3
4279,2017,9,27,»ï¼º,0,0,1,11.0,11,9,4,12.0,12.0,0.364,67.1,9.0,-0.2,10.11,10.35,-0.27
4280,2017,9,28,KIA,1,0,0,4.0,4,2,0,5.1,7.7,0.242,60.0,2.0,0.24,3.67,4.01,0.2
4281,2017,9,28,LG,1,0,0,6.0,6,6,2,2.8,25.0,0.41700000000000004,68.6,6.0,-0.01,4.89,4.53,0.03
4282,2017,9,28,ÇÑÈ­,0,0,1,7.0,7,6,0,10.3,15.4,0.259,36.4,6.0,-0.14,3.67,3.78,0.19
4283,2017,9,28,KT,0,0,1,15.0,15,15,3,15.4,15.4,0.455,50.5,15.0,-0.26,8.89,9.01,-0.19
4284,2017,9,29,KIA,1,0,0,2.0,2,2,2,2.8,27.8,0.273,111.1,2.0,0.4,5.0,4.6,0.07
4285,2017,9,29,·Ôµ¥,1,0,0,2.0,2,2,2,6.1,27.3,0.222,112.9,2.0,0.43,5.56,5.31,0.06
4286,2017,9,29,µÎ»ê,1,0,0,3.0,3,3,0,8.3,8.3,0.172,66.7,3.0,0.53,4.34,4.79,0.11
4287,2017,9,29,NC,1,0,0,4.0,4,4,1,4.8,14.3,0.364,80.9,4.0,0.2,4.45,4.46,0.13
4288,2017,9,29,LG,0,0,1,5.0,5,5,0,12.2,29.3,0.522,70.6,5.0,0.1,2.34,1.79,0.3
4289,2017,9,29,SK,0,0,1,7.0,7,6,0,2.4,19.5,0.484,58.8,6.0,-0.05,2.56,2.36,0.18
4290,2017,9,29,ÇÑÈ­,0,0,1,7.0,7,7,0,4.5,6.8,0.42100000000000004,61.1,7.0,-0.06,3.67,4.01,0.13
4291,2017,9,29,Hero,0,0,1,8.0,8,7,2,11.9,21.4,0.385,63.4,7.88,-0.26,6.54,6.3,-0.08
4292,2017,9,30,SK,1,0,0,1.0,1,1,0,10.8,24.3,0.348,92.3,1.0,0.61,3.34,3.18,0.29
4293,2017,9,30,LG,1,0,0,3.0,3,2,0,0.0,17.6,0.2,50.0,2.0,0.39,2.67,2.64,0.36
4294,2017,9,30,NC,1,0,0,4.0,4,4,1,2.9,20.0,0.308,69.8,4.0,0.38,3.89,3.75,0.26
4295,2017,9,30,ÇÑÈ­,0,0,1,4.0,4,3,1,0.0,22.9,0.20800000000000002,53.6,3.0,0.19,3.67,3.43,0.22
4296,2017,9,30,»ï¼º,0,0,1,4.0,4,4,1,10.5,15.8,0.29600000000000004,77.6,4.15,0.18,5.17,5.27,0.01
4297,2017,9,30,Hero,0,0,1,11.0,11,9,1,2.3,13.6,0.424,45.5,10.12,-0.29,5.29,5.4,0.03
4298,2017,10,1,KT,1,0,0,2.0,2,2,0,11.4,17.1,0.24,80.0,2.0,0.48,3.67,3.78,0.16
4299,2017,10,1,»ï¼º,1,0,0,3.0,3,3,0,0.0,21.1,0.345,72.7,3.0,0.29,2.23,1.98,0.3
4300,2017,10,1,µÎ»ê,1,0,0,4.0,4,4,2,7.7,10.3,0.233,87.0,4.0,0.22,6.67,6.96,-0.05
4301,2017,10,1,ÇÑÈ­,0,0,1,6.0,6,6,2,11.6,14.0,0.29600000000000004,77.5,6.0,0.04,7.56,7.86,-0.14
4302,2017,10,1,LG,0,0,1,10.0,10,10,0,14.3,16.7,0.345,37.5,10.0,-0.29,4.11,4.22,0.15
4303,2017,10,1,KIA,0,0,1,20.0,20,20,3,3.8,15.4,0.595,36.3,22.5,-0.64,8.04,7.9,-0.05
4304,2017,10,2,KIA,1,0,0,3.0,3,0,0,4.9,19.5,0.29,72.7,0.0,0.46,2.56,2.35,0.46
4305,2017,10,2,KT,0,0,1,5.0,5,3,2,2.6,21.1,0.24,69.4,3.0,0.07,5.45,5.26,0.03
4306,2017,10,3,SK,1,0,0,2.0,2,2,1,8.3,13.9,0.2,93.0,2.0,0.5,5.34,5.58,0.03
4307,2017,10,3,KIA,1,0,0,2.0,2,2,1,2.6,23.1,0.39299999999999996,94.8,2.0,0.42,3.45,3.08,0.25
4308,2017,10,3,·Ôµ¥,1,0,0,2.0,2,2,1,8.3,25.0,0.217,92.1,2.0,0.52,4.11,3.85,0.2
4309,2017,10,3,»ï¼º,1,0,0,9.0,9,8,3,8.9,26.7,0.462,67.6,8.0,-0.05,6.67,6.14,-0.04
4310,2017,10,3,µÎ»ê,0,0,1,3.0,3,2,0,7.9,21.1,0.29600000000000004,72.7,2.0,0.47,2.89,2.73,0.39
4311,2017,10,3,LG,0,0,1,4.0,4,2,0,6.2,12.5,0.25,50.0,2.25,0.14,3.42,3.61,0.16
4312,2017,10,3,Hero,0,0,1,10.0,10,6,2,9.8,12.2,0.33299999999999996,45.5,6.75,-0.09,7.17,7.36,-0.09
4313,2017,10,3,KT,0,0,1,10.0,10,10,2,15.2,10.9,0.355,58.1,10.0,-0.09,7.78,8.17,-0.15
4314,2017,10,3,NC,0,1,0,8.0,8,7,2,5.5,10.9,0.295,65.8,5.25,0.34,5.34,5.49,0.09
4315,2017,10,3,ÇÑÈ­,0,1,0,8.0,8,7,1,7.4,14.8,0.385,68.0,5.25,0.4,4.92,5.08,0.16
4316,2018,3,24,NC,1,0,0,2.0,2,2,1,3.1,28.1,0.28600000000000003,90.9,2.0,0.49,3.45,3.08,0.29
4317,2018,3,24,Hero,1,0,0,3.0,3,2,0,2.6,23.7,0.46399999999999997,78.6,2.0,0.33,2.0,1.63,0.37
4318,2018,3,24,»ï¼º,1,0,0,3.0,3,3,1,0.0,12.5,0.185,65.2,3.0,0.39,4.23,4.36,0.16
4319,2018,3,24,SK,1,0,0,5.0,5,4,0,15.4,30.8,0.33299999999999996,61.5,4.0,0.24,3.0,2.56,0.38
4320,2018,3,24,KT,1,0,0,4.0,4,4,0,4.7,18.6,0.414,75.0,4.0,0.38,3.23,3.14,0.32
4321,2018,3,24,LG,0,0,1,4.0,4,4,1,11.4,25.7,0.381,77.6,4.5,0.23,4.54,4.24,0.24
4322,2018,3,24,KIA,0,0,1,5.0,5,5,3,2.6,23.7,0.32,89.7,5.0,0.15,6.34,5.98,0.01
4323,2018,3,24,ÇÑÈ­,0,0,1,6.0,6,5,1,9.8,24.4,0.423,68.5,5.62,-0.04,4.29,3.86,0.11
4324,2018,3,24,·Ôµ¥,0,0,1,6.0,6,5,1,17.5,25.0,0.318,66.2,5.62,0.03,5.42,5.16,-0.02
4325,2018,3,24,µÎ»ê,0,0,1,6.0,6,6,0,9.3,20.9,0.46399999999999997,66.7,6.0,0.0,3.34,3.18,0.17
4326,2018,3,25,SK,1,0,0,0.0,0,0,0,3.0,27.3,0.217,100.0,0.0,0.65,2.0,1.63,0.38
4327,2018,3,25,KIA,1,0,0,1.0,1,1,1,0.0,24.2,0.25,107.1,1.0,0.56,3.34,3.03,0.26
4328,2018,3,25,NC,1,0,0,1.0,1,1,1,11.4,20.0,0.091,106.1,1.0,0.56,5.23,5.3,0.11
4329,2018,3,25,ÇÑÈ­,1,0,0,1.0,1,1,1,3.0,33.3,0.21100000000000002,107.1,1.0,0.59,3.34,2.82,0.29
4330,2018,3,25,µÎ»ê,1,0,0,4.0,4,4,1,3.0,12.1,0.192,53.6,4.0,0.34,4.56,4.74,0.13
4331,2018,3,25,LG,0,0,1,7.0,7,2,0,12.2,12.2,0.29600000000000004,58.8,2.25,-0.14,5.79,6.32,0.02
4332,2018,3,25,Hero,0,0,1,4.0,4,4,1,2.6,23.1,0.385,79.4,4.0,0.18,4.11,3.88,0.17
4333,2018,3,25,·Ôµ¥,0,0,1,5.0,5,5,3,13.9,25.0,0.316,91.8,5.62,0.24,8.17,7.93,-0.02
4334,2018,3,25,»ï¼º,0,0,1,5.0,5,5,1,8.8,11.8,0.292,66.0,5.62,0.09,5.79,6.12,-0.01
4335,2018,3,25,KT,0,0,1,14.0,14,14,4,6.8,18.2,0.429,41.7,15.75,-0.42,9.67,9.52,-0.14
4336,2018,3,27,KIA,1,0,0,0.0,0,0,0,5.9,14.7,0.222,100.0,0.0,0.68,3.23,3.34,0.22
4337,2018,3,27,µÎ»ê,1,0,0,0.0,0,0,0,6.5,35.5,0.16699999999999998,100.0,0.0,0.66,1.89,1.36,0.5
4338,2018,3,27,Hero,1,0,0,4.0,4,4,0,9.3,23.3,0.35700000000000004,71.4,3.6,0.36,2.87,2.63,0.43
4339,2018,3,27,SK,1,0,0,5.0,5,4,2,5.6,16.7,0.231,69.4,4.0,0.27,5.89,5.91,0.13
4340,2018,3,27,NC,1,0,0,6.0,6,6,2,12.2,14.6,0.308,77.5,6.0,0.13,7.56,7.86,-0.06
4341,2018,3,27,LG,0,0,1,5.0,5,4,0,6.7,11.1,0.41200000000000003,72.2,3.72,0.1,3.57,3.77,0.23
4342,2018,3,27,·Ôµ¥,0,0,1,5.0,5,5,0,15.8,28.9,0.368,66.7,5.62,0.1,3.92,3.62,0.2
4343,2018,3,27,ÇÑÈ­,0,0,1,9.0,9,6,2,7.9,21.1,0.304,44.6,6.75,-0.12,6.79,6.7,-0.04
4344,2018,3,27,KT,0,0,1,8.0,8,7,3,7.0,20.9,0.40700000000000003,72.5,7.88,-0.16,7.79,7.51,-0.01
4345,2018,3,27,»ï¼º,0,0,1,17.0,17,17,6,19.6,21.7,0.4,44.9,19.12,-0.6,14.67,14.63,-0.34
4346,2018,3,28,»ï¼º,1,0,0,0.0,0,0,0,5.7,14.3,0.185,100.0,0.0,0.67,3.56,3.74,0.17
4347,2018,3,28,ÇÑÈ­,1,0,0,2.0,2,2,0,8.8,11.8,0.192,77.8,2.0,0.42,4.11,4.46,0.15
4348,2018,3,28,LG,1,0,0,3.0,3,3,2,16.2,21.6,0.1,97.6,3.0,0.29,7.11,7.18,-0.11
4349,2018,3,28,KT,1,0,0,5.0,5,4,1,2.8,16.7,0.28600000000000003,58.1,4.0,0.18,4.11,4.08,0.2
4350,2018,3,28,µÎ»ê,1,0,0,5.0,5,5,0,9.5,21.4,0.37,66.7,5.0,0.15,3.34,3.18,0.28
4351,2018,3,28,·Ôµ¥,0,0,1,6.0,6,3,1,12.8,15.4,0.16699999999999998,56.6,3.38,-0.04,6.42,6.68,-0.05
4352,2018,3,28,KIA,0,0,1,6.0,6,6,1,4.9,17.1,0.419,68.5,6.0,0.06,4.23,4.13,0.12
4353,2018,3,28,NC,0,0,1,6.0,6,6,1,9.8,12.2,0.29,63.5,6.0,0.04,5.34,5.56,0.03
4354,2018,3,28,SK,0,0,1,8.0,8,8,2,8.9,22.2,0.44799999999999995,67.9,8.0,-0.09,5.67,5.35,0.05
4355,2018,3,28,Hero,0,0,1,9.0,9,9,2,7.0,11.6,0.344,53.0,9.0,-0.12,6.45,6.63,-0.06
4356,2018,3,29,KIA,1,0,0,0.0,0,0,0,17.6,26.5,0.158,100.0,0.0,0.61,3.67,3.56,0.13
4357,2018,3,29,NC,1,0,0,1.0,1,1,0,5.7,11.4,0.207,87.5,1.0,0.53,3.45,3.68,0.19
4358,2018,3,29,µÎ»ê,1,0,0,1.0,1,1,1,11.1,22.2,0.13,106.1,1.0,0.55,4.67,4.57,0.08
4359,2018,3,29,KT,1,0,0,1.0,1,1,0,2.9,14.7,0.25,87.5,1.0,0.59,2.89,2.96,0.25
4360,2018,3,29,Hero,1,0,0,4.0,4,4,0,14.3,14.3,0.36700000000000005,76.5,4.0,0.25,4.34,4.55,0.13
4361,2018,3,29,ÇÑÈ­,0,0,1,4.0,4,2,1,2.7,18.9,0.36,79.4,2.25,0.55,5.04,5.02,-0.1
4362,2018,3,29,·Ôµ¥,0,0,1,4.0,4,3,0,5.9,23.5,0.375,63.6,3.38,0.12,2.42,2.11,0.27
4363,2018,3,29,SK,0,0,1,7.0,7,7,4,5.1,28.2,0.364,83.3,7.0,0.01,7.67,7.15,-0.06
4364,2018,3,29,»ï¼º,0,0,1,7.0,7,7,2,10.3,17.9,0.45799999999999996,72.4,7.88,-0.02,7.04,7.06,-0.07
4365,2018,3,29,LG,0,0,1,9.0,9,9,3,15.0,15.0,0.36,65.2,10.12,-0.21,9.29,9.48,-0.26
4366,2018,3,30,µÎ»ê,1,0,0,2.0,2,1,1,2.9,17.6,0.231,90.9,1.0,0.69,4.11,4.08,0.22
4367,2018,3,30,KIA,1,0,0,3.0,3,3,0,7.5,15.0,0.33299999999999996,78.6,3.0,0.69,3.67,3.79,0.28
4368,2018,3,30,SK,1,0,0,4.0,4,4,1,5.6,25.0,0.33299999999999996,72.9,4.0,0.22,3.78,3.47,0.17
4369,2018,3,30,NC,1,0,0,5.0,5,5,2,5.9,32.4,0.21100000000000002,57.7,5.0,0.22,4.78,4.25,0.29
4370,2018,3,30,Hero,1,0,0,8.0,8,8,3,7.0,21.1,0.306,74.3,6.0,0.63,5.92,5.67,0.31
4371,2018,3,30,LG,0,0,1,4.0,4,4,0,7.9,26.3,0.4,69.2,4.0,0.33,2.45,2.07,0.46
4372,2018,3,30,KT,0,0,1,6.0,6,6,1,11.6,16.3,0.345,68.5,6.0,-0.01,5.23,5.28,0.01
4373,2018,3,30,ÇÑÈ­,0,0,1,8.0,8,7,2,15.4,38.5,0.25,43.5,7.0,-0.09,5.23,4.47,0.05
4374,2018,3,30,·Ôµ¥,0,0,1,7.0,7,7,1,5.1,10.3,0.281,47.2,7.0,-0.02,4.89,5.13,0.04
4375,2018,3,30,»ï¼º,0,0,1,10.0,10,10,2,9.7,24.2,0.486,70.2,7.5,-0.0,5.09,4.71,0.19
4376,2018,3,31,SK,1,0,0,1.0,1,1,1,8.1,27.0,0.318,103.8,1.0,0.54,4.23,3.92,0.21
4377,2018,3,31,Hero,1,0,0,2.0,2,2,0,5.7,22.9,0.28,77.8,2.0,0.51,2.56,2.35,0.38
4378,2018,3,31,LG,1,0,0,4.0,4,4,0,8.6,11.4,0.214,55.6,4.0,0.35,3.78,4.06,0.18
4379,2018,3,31,NC,1,0,0,5.0,5,5,0,13.2,10.5,0.321,64.3,5.0,0.24,4.45,4.83,0.08
4380,2018,3,31,KT,1,0,0,8.0,8,8,1,4.8,21.4,0.414,54.8,8.0,0.05,4.11,3.86,0.18
4381,2018,3,31,»ï¼º,0,0,1,4.0,4,4,1,9.8,24.4,0.364,80.9,4.0,0.34,4.89,4.7,0.14
4382,2018,3,31,KIA,0,0,1,6.0,6,6,2,2.9,14.3,0.259,55.6,6.75,0.05,6.04,6.06,-0.01
4383,2018,3,31,·Ôµ¥,0,0,1,10.0,10,10,1,11.1,8.9,0.382,53.8,10.0,-0.4,5.89,6.29,-0.06
4384,2018,3,31,ÇÑÈ­,0,0,1,12.0,12,11,3,11.1,15.6,0.35700000000000004,50.6,11.0,-0.3,8.45,8.59,-0.17
4385,2018,3,31,µÎ»ê,0,0,1,20.0,20,17,3,12.7,10.9,0.5,36.3,19.12,-0.69,9.67,9.92,-0.08
4386,2018,4,1,SK,1,0,0,1.0,1,1,1,0.0,32.3,0.15,115.4,1.0,0.52,2.89,2.37,0.32
4387,2018,4,1,·Ôµ¥,1,0,0,2.0,2,2,0,5.6,16.7,0.25,77.8,2.0,0.51,3.0,3.01,0.39
4388,2018,4,1,»ï¼º,1,0,0,5.0,5,3,2,11.9,14.3,0.259,82.0,3.0,0.17,7.23,7.46,-0.13
4389,2018,4,1,KT,1,0,0,4.0,4,4,1,7.5,25.0,0.375,77.6,4.0,0.23,3.89,3.52,0.21
4390,2018,4,1,LG,1,0,0,5.0,5,5,2,10.3,5.1,0.24100000000000002,80.4,5.0,0.26,7.78,8.4,-0.22
4391,2018,4,1,NC,0,0,1,3.0,3,3,0,8.3,13.9,0.35700000000000004,76.9,3.38,0.31,3.54,3.67,0.27
4392,2018,4,1,Hero,0,0,1,6.0,6,5,1,7.0,20.9,0.48100000000000004,73.9,5.62,-0.03,4.92,4.7,0.11
4393,2018,4,1,KIA,0,0,1,6.0,6,6,1,12.5,7.5,0.3,66.2,6.23,0.08,5.86,6.3,-0.02
4394,2018,4,1,µÎ»ê,0,0,1,9.0,9,9,4,12.5,17.5,0.375,72.6,10.12,-0.15,10.29,10.31,-0.21
4395,2018,4,1,ÇÑÈ­,0,0,1,13.0,13,13,6,12.2,10.2,0.281,63.5,13.0,-0.37,13.23,13.58,-0.36
4396,2018,4,3,KT,1,0,0,1.0,1,1,0,8.8,20.6,0.261,90.0,1.0,0.58,3.45,3.46,0.23
4397,2018,4,3,NC,1,0,0,3.0,3,3,0,10.9,26.1,0.39299999999999996,82.4,2.7,0.46,3.07,2.74,0.34
4398,2018,4,3,SK,1,0,0,3.0,3,3,2,5.7,20.0,0.13,96.2,3.0,0.35,6.0,5.98,0.0
4399,2018,4,3,µÎ»ê,1,0,0,4.0,4,4,2,12.7,20.0,0.452,94.3,3.27,0.55,5.94,5.83,0.14
4400,2018,4,3,ÇÑÈ­,1,0,0,11.0,11,9,1,12.5,22.9,0.467,51.0,9.0,-0.19,4.67,4.34,0.15
4401,2018,4,3,LG,0,0,1,5.0,5,3,1,4.3,21.3,0.355,73.5,2.61,0.22,3.57,3.29,0.3
4402,2018,4,3,»ï¼º,0,0,1,4.0,4,4,1,2.9,22.9,0.28,65.8,4.0,0.37,3.67,3.41,0.44
4403,2018,4,3,Hero,0,0,1,7.0,7,6,1,4.8,21.4,0.35700000000000004,55.6,6.0,-0.06,4.11,3.86,0.17
4404,2018,4,3,KIA,0,0,1,13.0,13,13,6,7.0,16.3,0.33299999999999996,60.3,14.62,-0.53,13.92,14.04,-0.45
4405,2018,4,3,·Ôµ¥,0,0,1,17.0,17,15,2,17.4,10.9,0.31,17.4,16.88,-0.73,8.67,9.1,-0.22
4406,2018,4,4,NC,1,0,0,1.0,1,1,0,11.1,25.0,0.182,87.5,1.0,0.62,3.0,2.79,0.31
4407,2018,4,4,Hero,1,0,0,2.0,2,2,1,3.0,18.2,0.16,87.0,2.0,0.44,4.11,4.08,0.16
4408,2018,4,4,µÎ»ê,1,0,0,3.0,3,3,0,2.6,15.4,0.387,76.9,3.0,0.39,2.67,2.63,0.36
4409,2018,4,4,ÇÑÈ­,1,0,0,6.0,6,5,2,4.8,19.0,0.35700000000000004,75.8,5.0,0.12,6.11,6.04,-0.0
4410,2018,4,4,KIA,1,0,0,6.0,6,6,1,10.0,27.5,0.261,52.1,5.4,0.16,3.67,3.29,0.21
4411,2018,4,4,»ï¼º,0,0,1,4.0,4,4,2,8.8,23.5,0.33299999999999996,87.0,4.5,0.2,6.04,5.81,-0.01
4412,2018,4,4,LG,0,0,1,6.0,6,6,2,15.0,10.0,0.29600000000000004,77.5,6.75,0.19,8.54,9.04,-0.2
4413,2018,4,4,·Ôµ¥,0,0,1,7.0,7,7,0,15.4,25.6,0.47600000000000003,61.1,7.88,-0.12,4.17,3.99,0.18
4414,2018,4,4,SK,0,0,1,9.0,9,9,3,0.0,8.2,0.43200000000000005,71.4,8.1,0.26,7.37,7.67,-0.25
4415,2018,4,4,KT,0,0,1,10.0,10,10,5,7.7,20.5,0.304,62.5,11.25,-0.24,10.92,10.7,-0.28
4416,2018,4,5,»ï¼º,1,0,0,1.0,1,1,1,2.8,30.6,0.261,106.1,1.0,0.57,3.0,2.42,0.3
4417,2018,4,5,Hero,1,0,0,3.0,3,3,1,5.4,21.6,0.2,75.8,2.7,0.48,3.97,3.84,0.28
4418,2018,4,5,NC,0,0,1,4.0,4,3,0,2.6,12.8,0.406,71.4,3.0,0.27,2.89,2.96,0.3
4419,2018,4,5,KT,0,0,1,4.0,4,4,1,12.5,22.5,0.25,75.5,3.86,0.27,4.42,4.24,0.15
4420,2018,4,6,KIA,1,0,0,5.0,5,5,1,0.0,33.3,0.48,69.0,5.0,0.18,2.23,1.37,0.58
4421,2018,4,6,LG,1,0,0,6.0,6,6,1,5.3,31.6,0.4,63.5,6.0,0.21,4.11,3.66,0.31
4422,2018,4,6,Hero,0,0,1,11.0,11,9,1,12.5,18.8,0.484,55.6,10.12,-0.3,5.67,5.55,0.03
4423,2018,4,6,·Ôµ¥,0,0,1,14.0,14,14,5,16.0,8.0,0.281,56.2,14.0,-0.37,13.0,13.63,-0.27
4424,2018,4,7,SK,1,0,0,3.0,3,1,0,2.1,25.0,0.273,70.0,0.75,0.85,1.67,1.25,0.82
4425,2018,4,7,KIA,1,0,0,1.0,1,1,0,7.9,15.8,0.345,92.3,1.0,0.51,3.0,3.01,0.36
4426,2018,4,7,·Ôµ¥,1,0,0,2.0,2,2,1,10.8,29.7,0.4,95.2,2.0,0.36,4.34,3.97,0.1
4427,2018,4,7,KT,1,0,0,2.0,2,2,0,2.8,27.8,0.32,77.8,2.0,0.43,1.78,1.3,0.46
4428,2018,4,7,µÎ»ê,1,0,0,3.0,3,3,1,5.3,28.9,0.292,81.4,3.0,0.61,3.34,2.8,0.39
4429,2018,4,7,»ï¼º,0,0,1,4.0,4,4,2,10.9,26.1,0.192,87.0,3.09,0.52,5.13,4.88,0.21
4430,2018,4,7,Hero,0,0,1,5.0,5,5,1,8.8,17.6,0.348,66.0,5.62,0.08,4.54,4.49,0.13
4431,2018,4,7,NC,0,0,1,6.0,6,5,1,19.5,17.1,0.273,68.5,5.62,0.05,6.92,7.16,-0.06
4432,2018,4,7,LG,0,0,1,7.0,7,7,2,11.6,11.6,0.39299999999999996,75.6,7.88,-0.11,8.29,8.69,-0.19
4433,2018,4,7,ÇÑÈ­,0,0,1,10.0,10,10,0,23.8,21.4,0.455,52.4,11.25,-0.23,5.54,5.65,0.05
4434,2018,4,8,LG,1,0,0,2.0,2,2,1,2.6,23.7,0.222,90.9,2.0,0.57,3.45,3.08,0.34
