,¿¬µµ,¿ù,ÀÏ,ÆÀ¸í,ÆÀ½Â,ÆÀ¹«,ÆÀÆÐ,RA/G,½ÇÁ¡,ÀÚÃ¥,ÇÇÈ¨·±,º¼³Ý%,»ïÁø%,BABIP,LOB%,ERA,RA9-WAR,FIP,kFIP,WAR
191,2015,4,23,KT,0,0,1,3.0,3,0,0,15.0,17.5,0.26899999999999996,76.9,0.0,0.3,3.78,3.84,0.14
192,2015,4,23,ÇÑÈ­,0,0,1,5.0,5,4,0,12.2,9.8,0.4,70.6,4.5,0.02,4.54,4.9,0.04
193,2015,4,23,Hero,0,0,1,7.0,7,7,2,14.6,12.2,0.259,68.2,7.0,-0.27,7.78,8.18,-0.32
194,2015,4,23,·Ôµ¥,0,0,1,7.0,7,7,1,13.3,24.4,0.5,71.4,7.27,0.35,4.36,3.96,0.34
195,2015,4,23,NC,0,0,1,14.0,14,14,1,8.7,15.2,0.41200000000000003,28.4,14.0,-0.6,4.89,4.9,0.1
196,2015,4,24,ÇÑÈ­,1,0,0,0.0,0,0,0,17.9,28.2,0.316,100.0,0.0,0.7,3.89,3.68,0.21
197,2015,4,24,Hero,1,0,0,2.0,2,1,0,2.8,30.6,0.304,77.8,1.0,0.48,1.89,1.37,0.48
198,2015,4,24,µÎ»ê,1,0,0,3.0,3,1,0,10.3,23.1,0.24,72.7,1.0,0.47,3.34,3.18,0.31
199,2015,4,24,NC,1,0,0,3.0,3,2,1,0.0,17.1,0.214,71.4,2.0,0.35,3.78,3.69,0.2
200,2015,4,24,·Ôµ¥,1,0,0,3.0,3,3,1,3.2,29.0,0.25,71.4,3.0,0.37,3.45,3.08,0.33
201,2015,4,24,SK,0,0,1,2.0,2,2,1,6.9,13.8,0.28600000000000003,92.1,2.25,0.3,5.04,5.24,0.04
202,2015,4,24,»ï¼º,0,0,1,5.0,5,5,2,6.1,30.3,0.316,69.4,5.62,0.03,5.17,4.63,0.03
203,2015,4,24,KT,0,0,1,9.0,9,7,3,13.0,17.4,0.321,67.6,7.0,-0.22,8.56,8.63,-0.24
204,2015,4,24,KIA,0,0,1,7.0,7,7,0,5.0,17.5,0.414,56.2,7.88,-0.09,3.42,3.38,0.15
205,2015,4,24,LG,0,0,1,11.0,11,8,3,0.0,12.2,0.33299999999999996,37.0,9.0,-0.22,8.04,8.15,-0.1
206,2015,4,25,Hero,1,0,0,0.0,0,0,0,9.4,21.9,0.182,100.0,0.0,0.69,3.11,3.07,0.28
207,2015,4,25,LG,1,0,0,2.0,2,2,1,2.9,17.1,0.26899999999999996,93.0,2.0,0.43,4.45,4.47,0.07
208,2015,4,25,KIA,1,0,0,4.0,4,4,1,11.4,13.6,0.33299999999999996,82.2,3.6,0.37,4.67,4.79,0.14
209,2015,4,25,ÇÑÈ­,1,0,0,6.0,6,6,1,14.0,14.0,0.308,70.5,6.0,0.05,6.45,6.79,-0.07
210,2015,4,25,·Ôµ¥,1,0,0,9.0,9,6,3,6.5,10.9,0.314,62.5,6.0,-0.06,7.89,8.08,0.1
211,2015,4,25,KT,0,0,1,3.0,3,2,2,8.6,25.7,0.33299999999999996,97.8,2.0,0.25,5.56,5.3,0.01
212,2015,4,25,µÎ»ê,0,0,1,5.0,5,5,1,16.3,20.9,0.25,71.4,4.5,0.16,5.27,5.27,0.05
213,2015,4,25,SK,0,0,1,7.0,7,5,0,4.9,17.1,0.36700000000000005,50.0,5.19,-0.05,3.09,3.03,0.27
214,2015,4,25,NC,0,0,1,6.0,6,6,1,12.5,22.5,0.261,63.5,6.0,-0.04,5.45,5.41,-0.04
215,2015,4,25,»ï¼º,0,0,1,12.0,12,12,5,16.7,14.3,0.348,61.5,13.5,-0.41,12.92,13.18,-0.31
216,2015,4,26,·Ôµ¥,1,0,0,1.0,1,1,0,6.7,20.0,0.136,80.0,1.0,0.61,3.0,3.01,0.32
217,2015,4,26,µÎ»ê,1,0,0,3.0,3,3,0,11.1,28.9,0.185,70.0,2.25,0.74,2.75,2.44,0.51
218,2015,4,26,ÇÑÈ­,1,0,0,4.0,4,3,1,0.0,13.2,0.312,72.9,3.0,0.33,4.0,4.02,0.31
219,2015,4,26,Hero,1,0,0,4.0,4,4,0,10.3,25.6,0.28,63.6,4.0,0.2,2.78,2.46,0.32
220,2015,4,26,LG,1,0,0,6.0,6,6,1,2.6,33.3,0.435,60.3,6.0,0.16,2.89,2.15,0.4
221,2015,4,26,KIA,0,0,1,4.0,4,3,0,11.8,5.9,0.262,76.5,2.31,0.56,4.18,4.65,0.19
222,2015,4,26,SK,0,0,1,5.0,5,4,0,10.8,5.4,0.29600000000000004,58.3,4.5,0.06,4.29,4.78,0.1
223,2015,4,26,NC,0,0,1,7.0,7,6,1,9.5,23.8,0.34600000000000003,55.6,6.0,-0.05,4.23,3.91,0.17
224,2015,4,26,»ï¼º,0,0,1,7.0,7,7,1,2.9,25.7,0.41700000000000004,47.2,7.88,-0.09,3.42,2.94,0.26
225,2015,4,26,KT,0,0,1,11.0,11,11,2,15.9,13.6,0.321,49.4,11.0,-0.51,7.89,8.23,-0.19
226,2015,4,28,µÎ»ê,1,0,0,2.0,2,2,1,3.1,31.2,0.21100000000000002,87.0,2.0,0.46,3.23,2.75,0.3
227,2015,4,28,Hero,1,0,0,4.0,4,4,0,12.8,25.6,0.381,71.4,4.0,0.25,3.45,3.24,0.2
228,2015,4,28,LG,1,0,0,4.0,4,4,2,13.5,16.2,0.20800000000000002,87.0,4.0,0.19,6.89,7.07,-0.07
229,2015,4,28,NC,1,0,0,6.0,6,6,1,9.8,26.8,0.45799999999999996,68.5,6.0,0.24,4.0,3.57,0.31
230,2015,4,28,KT,0,0,1,6.0,6,5,2,16.2,5.4,0.231,71.4,5.62,0.0,8.67,9.34,-0.16
231,2015,4,28,»ï¼º,0,0,1,7.0,7,7,1,9.5,33.3,0.45,58.8,7.0,0.02,3.67,2.98,0.43
232,2015,4,28,SK,0,0,1,8.0,8,8,1,7.1,7.1,0.371,57.7,8.0,-0.1,5.45,5.84,0.05
233,2015,4,28,·Ôµ¥,0,0,1,8.0,8,8,2,5.4,10.8,0.321,53.6,9.0,-0.04,7.04,7.31,-0.06
234,2015,4,29,»ï¼º,1,0,0,2.0,2,2,0,5.6,27.8,0.304,80.0,2.0,0.38,2.45,2.08,0.27
235,2015,4,29,KIA,1,0,0,4.0,4,4,2,16.7,11.9,0.26899999999999996,91.5,4.0,0.19,8.11,8.56,-0.22
236,2015,4,29,LG,0,0,1,6.0,6,6,2,8.1,8.1,0.29600000000000004,71.4,6.75,-0.06,7.67,8.12,-0.18
237,2015,4,29,ÇÑÈ­,0,0,1,9.0,9,9,1,2.8,11.1,0.31,28.3,10.12,-0.34,5.04,5.25,-0.08
238,2015,4,30,ÇÑÈ­,1,0,0,0.0,0,0,0,9.7,22.6,0.14300000000000002,100.0,0.0,0.67,3.11,3.07,0.21
239,2015,4,30,µÎ»ê,1,0,0,3.0,3,1,0,9.1,11.4,0.265,76.9,0.82,0.63,3.85,4.14,0.22
240,2015,4,30,·Ôµ¥,1,0,0,2.0,2,2,0,2.6,18.4,0.44799999999999995,86.7,2.0,0.52,2.78,2.69,0.34
241,2015,4,30,»ï¼º,1,0,0,5.0,5,5,2,10.3,15.4,0.26899999999999996,80.4,5.0,0.29,6.89,7.08,0.03
242,2015,4,30,SK,1,0,0,6.0,6,5,1,16.7,14.3,0.28600000000000003,68.5,5.0,0.28,6.11,6.39,0.02
243,2015,4,30,KIA,0,0,1,6.0,6,3,1,12.8,23.1,0.304,60.3,3.0,0.07,4.78,4.62,0.06
244,2015,4,30,KT,0,0,1,4.0,4,4,1,11.6,18.6,0.276,79.4,3.38,0.35,4.79,4.84,0.01
245,2015,4,30,Hero,0,0,1,4.0,4,4,1,7.9,34.2,0.47600000000000003,79.4,4.0,0.19,3.23,2.53,0.37
246,2015,4,30,LG,0,0,1,8.0,8,8,3,2.6,15.4,0.40700000000000003,70.3,9.0,-0.24,8.17,8.21,-0.18
247,2015,4,30,NC,0,0,1,9.0,9,9,0,10.3,10.3,0.379,40.0,10.12,-0.34,4.17,4.47,0.05
248,2015,5,1,SK,1,0,0,1.0,1,0,0,6.1,15.2,0.154,83.3,0.0,0.65,3.23,3.34,0.25
249,2015,5,1,Hero,1,0,0,1.0,1,1,1,3.4,17.2,0.045,125.0,1.0,0.63,4.34,4.41,0.2
250,2015,5,1,NC,1,0,0,2.0,2,2,1,2.6,25.6,0.304,92.1,1.8,0.6,2.97,2.55,0.46
251,2015,5,1,ÇÑÈ­,1,0,0,5.0,5,4,1,9.8,19.5,0.44,75.3,4.0,0.16,4.67,4.57,0.04
252,2015,5,1,»ï¼º,1,0,0,4.0,4,4,1,8.6,8.6,0.214,69.8,4.0,0.2,5.45,5.84,0.01
253,2015,5,1,LG,0,0,1,3.0,3,3,1,2.9,31.4,0.364,81.4,3.0,0.29,3.0,2.42,0.3
254,2015,5,1,KIA,0,0,1,3.0,3,3,1,2.6,15.8,0.24100000000000002,81.4,3.0,0.31,4.45,4.47,0.12
255,2015,5,1,KT,0,0,1,4.0,4,4,1,5.0,17.5,0.276,72.9,3.6,0.28,4.17,4.14,0.19
256,2015,5,1,·Ôµ¥,0,0,1,7.0,7,7,2,20.5,20.5,0.35,70.4,7.88,-0.24,7.54,7.54,-0.22
257,2015,5,1,µÎ»ê,0,0,1,12.0,12,11,2,16.3,9.3,0.4,49.5,12.38,-0.31,8.54,9.03,-0.2
258,2015,5,2,KIA,1,0,0,2.0,2,2,0,8.3,13.9,0.273,84.6,2.0,0.6,4.89,5.32,0.11
259,2015,5,2,NC,1,0,0,2.0,2,2,1,2.9,14.3,0.2,92.1,2.0,0.44,5.0,5.2,0.12
260,2015,5,2,»ï¼º,1,0,0,3.0,3,3,1,4.8,16.7,0.39299999999999996,89.0,3.0,0.31,4.89,4.92,0.04
261,2015,5,2,Hero,1,0,0,3.0,3,3,0,2.9,25.7,0.24,57.1,3.0,0.46,2.0,1.63,0.48
262,2015,5,2,ÇÑÈ­,1,0,0,3.0,3,3,0,5.6,27.8,0.292,66.7,3.0,0.4,2.11,1.69,0.51
263,2015,5,2,LG,0,0,1,4.0,4,4,0,10.3,10.3,0.267,66.7,4.0,0.2,4.11,4.45,0.15
264,2015,5,2,·Ôµ¥,0,0,1,5.0,5,4,2,11.8,11.8,0.182,69.4,4.5,0.05,7.42,7.73,-0.13
265,2015,5,2,SK,0,0,1,5.0,5,5,2,16.7,11.1,0.273,82.0,5.62,0.0,8.54,9.04,-0.23
266,2015,5,2,µÎ»ê,0,0,1,5.0,5,5,0,5.7,20.0,0.32,54.5,5.62,0.39,3.04,2.93,0.4
267,2015,5,2,KT,0,0,1,12.0,12,8,1,15.6,17.8,0.345,36.1,8.0,-0.33,5.67,5.72,-0.04
268,2015,5,3,NC,1,0,0,2.0,2,2,1,2.9,17.1,0.192,90.9,2.0,0.35,4.45,4.47,0.1
269,2015,5,3,Hero,1,0,0,2.0,2,2,0,2.9,26.5,0.14300000000000002,66.7,2.0,0.45,2.67,2.43,0.32
270,2015,5,3,·Ôµ¥,1,0,0,3.0,3,3,0,14.0,14.0,0.33299999999999996,82.4,3.0,0.53,4.67,4.95,0.05
271,2015,5,3,ÇÑÈ­,0,0,1,6.0,6,4,1,22.2,13.3,0.24,72.3,4.0,0.02,7.45,7.94,-0.21
272,2015,5,3,LG,0,0,1,6.0,6,6,2,12.8,25.6,0.33299999999999996,73.8,6.0,-0.03,6.34,6.14,-0.05
273,2015,5,3,KT,0,0,1,11.0,11,10,2,8.2,22.4,0.5,57.3,10.0,-0.34,5.78,5.42,0.08
274,2015,5,5,NC,1,0,0,3.0,3,2,0,8.3,13.9,0.214,66.7,2.0,0.33,3.56,3.73,0.17
275,2015,5,5,µÎ»ê,1,0,0,3.0,3,2,0,5.1,12.8,0.29,72.7,2.0,0.33,3.23,3.34,0.21
276,2015,5,5,Hero,1,0,0,4.0,4,3,0,7.9,10.5,0.258,63.6,3.0,0.18,3.78,4.06,0.11
277,2015,5,5,SK,1,0,0,4.0,4,4,4,5.7,34.3,0.235,136.4,4.0,0.18,7.45,6.82,-0.04
278,2015,5,5,ÇÑÈ­,1,0,0,8.0,8,8,1,2.3,9.1,0.4,60.2,8.0,-0.03,5.23,5.53,0.05
279,2015,5,5,KIA,0,0,1,7.0,7,7,0,8.1,8.1,0.36700000000000005,50.0,7.88,-0.11,4.04,4.41,0.08
280,2015,5,5,KT,0,0,1,15.0,15,8,3,10.6,14.9,0.345,35.7,9.0,-0.98,9.79,10.02,-0.45
281,2015,5,5,»ï¼º,0,0,1,9.0,9,9,3,16.2,18.9,0.381,62.5,10.12,-0.15,9.04,9.11,-0.25
282,2015,5,5,·Ôµ¥,0,0,1,11.0,11,11,2,16.0,14.0,0.433,64.7,11.0,-0.32,8.67,9.08,-0.17
283,2015,5,5,LG,0,0,1,10.0,10,10,1,15.9,9.1,0.4,56.1,11.25,-0.26,7.29,7.85,-0.11
284,2015,5,6,µÎ»ê,1,0,0,4.0,4,3,0,14.3,14.3,0.28600000000000003,73.3,3.0,0.61,4.34,4.56,0.26
285,2015,5,6,»ï¼º,1,0,0,3.0,3,3,0,3.0,27.3,0.348,66.7,3.0,0.47,2.0,1.63,0.57
286,2015,5,6,SK,1,0,0,3.0,3,3,0,5.7,25.7,0.292,66.7,3.0,0.41,2.34,2.02,0.3
287,2015,5,6,KT,1,0,0,5.0,5,3,2,8.1,32.4,0.235,69.4,3.0,0.37,5.23,4.7,0.17
288,2015,5,6,NC,1,0,0,4.0,4,4,0,10.3,28.2,0.33299999999999996,69.2,4.0,0.18,2.89,2.53,0.24
289,2015,5,6,Hero,0,0,1,5.0,5,5,2,10.0,15.0,0.308,80.4,5.0,0.14,6.56,6.68,-0.04
290,2015,5,6,·Ôµ¥,0,0,1,5.0,5,5,2,14.0,11.6,0.379,86.4,5.0,0.15,7.45,7.78,-0.11
291,2015,5,6,LG,0,0,1,5.0,5,5,0,16.7,8.3,0.26899999999999996,64.3,5.62,0.12,5.54,6.16,0.04
292,2015,5,6,KIA,0,0,1,5.0,5,5,1,16.3,18.6,0.385,79.5,5.62,-0.07,5.92,5.92,-0.04
293,2015,5,6,ÇÑÈ­,0,0,1,8.0,8,7,1,12.8,12.8,0.382,64.5,7.0,0.02,5.45,5.62,0.09
294,2015,5,7,SK,1,0,0,2.0,2,1,1,11.1,27.8,0.3,93.8,1.0,0.61,4.23,3.91,0.45
295,2015,5,7,KIA,1,0,0,2.0,2,1,0,16.2,27.0,0.28600000000000003,83.3,1.0,0.51,3.45,3.23,0.3
296,2015,5,7,LG,1,0,0,4.0,4,4,0,8.7,19.6,0.281,71.4,3.27,0.55,3.4,3.37,0.32
297,2015,5,7,»ï¼º,1,0,0,4.0,4,4,2,8.1,37.8,0.235,83.3,4.0,0.37,4.78,4.04,0.16
298,2015,5,7,KT,1,0,0,6.0,6,6,1,17.9,12.8,0.26899999999999996,66.2,6.0,0.28,6.34,6.72,-0.03
299,2015,5,7,NC,0,0,1,4.0,4,2,1,10.8,21.6,0.136,60.6,2.0,0.23,4.67,4.57,0.19
300,2015,5,7,·Ôµ¥,0,0,1,3.0,3,3,2,3.0,27.3,0.158,95.2,3.0,0.3,5.23,4.93,0.06
301,2015,5,7,µÎ»ê,0,0,1,6.0,6,6,1,19.6,21.6,0.276,73.9,4.91,0.23,5.58,5.58,0.05
302,2015,5,7,ÇÑÈ­,0,0,1,7.0,7,7,0,11.9,16.7,0.39299999999999996,61.1,7.0,0.14,4.11,4.24,0.18
303,2015,5,7,Hero,0,0,1,13.0,13,12,3,17.6,13.7,0.433,61.4,12.0,-0.57,10.11,10.52,-0.35
304,2015,5,8,SK,1,0,0,0.0,0,0,0,6.2,28.1,0.14300000000000002,100.0,0.0,0.73,2.34,2.02,0.42
305,2015,5,8,NC,1,0,0,3.0,3,3,1,12.8,10.3,0.29600000000000004,88.2,3.0,0.4,6.23,6.68,-0.02
306,2015,5,8,KT,1,0,0,3.0,3,3,2,0.0,18.9,0.308,97.6,3.0,0.33,5.34,5.21,0.12
307,2015,5,8,Hero,1,0,0,4.0,4,4,0,10.5,26.3,0.391,69.2,4.0,0.3,2.78,2.46,0.4
308,2015,5,8,ÇÑÈ­,1,0,0,6.0,6,6,2,7.0,7.0,0.303,77.5,6.0,0.05,7.23,7.7,-0.09
309,2015,5,8,·Ôµ¥,0,0,1,4.0,4,3,2,13.9,22.2,0.3,89.3,3.38,0.15,7.17,7.12,-0.1
310,2015,5,8,»ï¼º,0,0,1,3.0,3,3,1,12.5,18.8,0.19,78.9,3.38,0.24,5.29,5.36,0.06
311,2015,5,8,KIA,0,0,1,5.0,5,5,4,3.2,32.3,0.0,250.0,5.62,0.04,8.42,7.9,-0.24
312,2015,5,8,LG,0,0,1,7.0,7,7,0,5.9,14.7,0.462,53.3,7.88,-0.13,3.54,3.68,0.12
313,2015,5,8,µÎ»ê,0,0,1,10.0,10,10,0,8.9,20.0,0.48100000000000004,47.4,10.0,-0.21,3.34,3.2,0.2
314,2015,5,9,»ï¼º,1,0,0,1.0,1,1,1,0.0,24.1,0.095,125.0,1.0,0.65,3.56,3.36,0.3
315,2015,5,9,KT,1,0,0,2.0,2,2,0,15.0,32.5,0.47600000000000003,87.5,2.0,0.5,2.78,2.23,0.46
316,2015,5,9,NC,1,0,0,3.0,3,3,2,6.2,18.8,0.182,96.2,3.0,0.35,5.89,5.91,0.04
317,2015,5,9,µÎ»ê,1,0,0,3.0,3,3,0,7.7,15.4,0.259,72.7,3.0,0.42,3.67,3.79,0.21
318,2015,5,9,Hero,1,0,0,5.0,5,5,1,2.6,31.6,0.348,62.5,5.0,0.21,3.11,2.48,0.35
319,2015,5,9,SK,0,0,1,3.0,3,3,0,5.7,17.1,0.231,62.5,3.0,0.37,3.0,3.01,0.33
320,2015,5,9,ÇÑÈ­,0,0,1,4.0,4,3,1,2.9,23.5,0.217,53.6,3.12,0.25,3.67,3.38,0.27
321,2015,5,9,LG,0,0,1,3.0,3,3,1,6.2,15.6,0.23800000000000002,78.9,3.38,0.23,5.17,5.31,-0.0
322,2015,5,9,·Ôµ¥,0,0,1,6.0,6,6,0,5.3,18.4,0.423,60.0,6.75,-0.03,3.42,3.38,0.2
323,2015,5,9,KIA,0,0,1,7.0,7,7,1,2.7,8.1,0.44799999999999995,66.3,7.88,-0.31,6.04,6.52,0.01
324,2015,5,10,µÎ»ê,1,0,0,0.0,0,0,0,0.0,15.6,0.259,100.0,0.0,0.88,2.56,2.57,0.41
325,2015,5,10,NC,1,0,0,2.0,2,2,1,2.7,24.3,0.385,94.3,2.0,0.57,3.45,3.08,0.35
326,2015,5,10,LG,1,0,0,2.0,2,2,0,8.3,33.3,0.368,81.8,2.0,0.5,2.34,1.8,0.45
327,2015,5,10,SK,1,0,0,5.0,5,5,2,10.5,15.8,0.192,73.2,5.0,0.17,6.56,6.68,-0.06
328,2015,5,10,KIA,1,0,0,6.0,6,6,3,0.0,27.0,0.273,73.5,6.0,0.06,6.45,6.06,-0.02
329,2015,5,10,KT,0,0,1,6.0,6,5,1,12.2,26.8,0.28600000000000003,56.6,5.0,-0.23,4.34,3.96,-0.05
330,2015,5,10,»ï¼º,0,0,1,7.0,7,5,1,10.3,28.2,0.455,58.8,5.62,-0.08,4.04,3.49,0.04
331,2015,5,10,ÇÑÈ­,0,0,1,6.0,6,6,1,15.0,15.0,0.385,70.5,6.75,0.06,6.04,6.22,0.09
332,2015,5,10,·Ôµ¥,0,0,1,6.0,6,6,0,10.8,18.9,0.423,60.0,6.75,-0.06,3.04,2.92,0.14
333,2015,5,10,Hero,0,0,1,11.0,11,9,2,10.4,16.7,0.39399999999999996,52.3,9.0,-0.19,6.45,6.4,0.03
334,2015,5,12,KIA,1,0,0,2.0,2,1,0,15.2,30.3,0.067,71.4,1.0,0.52,3.45,3.24,0.27
335,2015,5,12,ÇÑÈ­,1,0,0,4.0,4,4,1,16.3,16.3,0.39299999999999996,85.2,4.0,0.18,5.56,5.67,0.06
336,2015,5,12,·Ôµ¥,1,0,0,4.0,4,4,1,7.5,22.5,0.34600000000000003,79.4,4.0,0.31,4.45,4.25,0.24
337,2015,5,12,KT,0,0,1,3.0,3,3,0,9.4,21.9,0.22699999999999998,62.5,3.38,0.25,3.04,2.92,0.29
338,2015,5,12,»ï¼º,0,0,1,5.0,5,4,1,5.4,29.7,0.409,66.0,4.0,0.19,3.34,2.8,0.29
339,2015,5,12,Hero,0,0,1,5.0,5,5,0,8.1,16.2,0.423,64.3,5.62,0.07,3.29,3.29,0.25
340,2015,5,13,»ï¼º,1,0,0,0.0,0,0,0,2.9,17.6,0.308,100.0,0.0,0.71,3.0,3.02,0.22
341,2015,5,13,µÎ»ê,1,0,0,2.0,2,2,0,5.3,15.8,0.276,81.8,2.0,0.5,3.34,3.41,0.28
342,2015,5,13,LG,1,0,0,2.0,2,2,0,0.0,23.5,0.28,71.4,2.0,0.54,1.89,1.58,0.54
343,2015,5,13,KIA,1,0,0,8.0,8,8,1,10.4,14.6,0.406,62.5,7.2,-0.54,4.77,4.83,0.16
344,2015,5,13,·Ôµ¥,1,0,0,8.0,8,8,2,11.6,25.6,0.4,63.4,8.0,-0.12,5.78,5.41,0.01
345,2015,5,13,ÇÑÈ­,0,0,1,3.0,3,3,1,18.4,7.9,0.25,88.2,3.38,0.22,7.54,8.22,-0.13
346,2015,5,13,SK,0,0,1,5.0,5,5,2,7.1,19.0,0.28600000000000003,80.4,5.0,0.07,6.11,6.03,-0.1
347,2015,5,13,NC,0,0,1,6.0,6,5,1,7.7,25.6,0.5,70.5,5.62,0.04,4.29,3.88,0.04
348,2015,5,13,KT,0,0,1,9.0,9,7,1,7.1,16.7,0.36700000000000005,47.9,6.52,-0.07,4.81,4.87,0.1
349,2015,5,13,Hero,0,0,1,9.0,9,8,2,7.5,20.0,0.40700000000000003,53.0,9.0,-0.23,6.04,5.81,-0.1
350,2015,5,14,KIA,1,0,0,2.0,2,0,0,3.0,21.2,0.2,66.7,0.0,0.38,2.45,2.3,0.29
351,2015,5,14,Hero,1,0,0,5.0,5,5,2,5.4,29.7,0.364,76.1,5.0,0.12,4.78,4.25,0.15
352,2015,5,14,ÇÑÈ­,1,0,0,7.0,7,6,3,17.8,24.4,0.304,79.7,6.0,-0.08,8.23,8.01,-0.2
353,2015,5,14,SK,1,0,0,8.0,8,7,1,18.6,14.0,0.28600000000000003,57.7,7.0,-0.05,6.11,6.39,-0.12
354,2015,5,14,»ï¼º,0,0,1,9.0,9,5,2,7.3,26.8,0.292,39.2,5.0,-0.18,5.11,4.65,0.06
355,2015,5,14,·Ôµ¥,0,0,1,10.0,10,8,3,12.5,18.8,0.5,70.7,8.0,-0.25,8.0,7.9,-0.15
356,2015,5,14,µÎ»ê,0,0,1,9.0,9,9,3,7.5,20.0,0.423,62.5,9.35,-0.36,7.36,7.19,-0.2
357,2015,5,14,KT,0,0,1,10.0,10,10,1,5.3,7.9,0.36700000000000005,36.8,11.25,-0.26,5.67,6.06,-0.04
358,2015,5,14,NC,0,1,0,0.0,0,0,0,10.6,23.4,0.138,100.0,0.0,1.03,2.59,2.36,0.56
359,2015,5,14,LG,0,1,0,0.0,0,0,0,14.6,14.6,0.226,100.0,0.0,1.27,4.25,4.52,0.2
360,2015,5,15,SK,1,0,0,2.0,2,2,0,2.8,30.6,0.292,75.0,2.0,0.39,1.56,0.97,0.45
361,2015,5,15,Hero,1,0,0,3.0,3,3,1,3.0,15.2,0.16699999999999998,71.4,3.0,0.33,4.67,4.81,0.12
362,2015,5,15,NC,1,0,0,5.0,5,5,1,13.6,18.2,0.37,78.3,5.0,0.14,5.67,5.73,-0.03
363,2015,5,15,·Ôµ¥,1,0,0,10.0,10,9,0,16.4,19.7,0.43200000000000005,61.5,6.75,-0.18,3.42,3.27,0.17
364,2015,5,15,LG,0,0,1,5.0,5,5,0,7.9,18.4,0.308,61.5,5.0,0.09,3.45,3.47,0.14
365,2015,5,15,ÇÑÈ­,0,0,1,6.0,6,6,0,15.0,15.0,0.321,60.0,6.0,0.02,4.34,4.55,0.09
366,2015,5,15,»ï¼º,0,0,1,7.0,7,7,2,9.8,19.5,0.33299999999999996,65.6,7.0,-0.12,6.11,6.02,-0.14
367,2015,5,15,KT,0,0,1,11.0,11,11,2,11.7,20.0,0.43200000000000005,64.7,8.25,-0.28,5.34,5.16,-0.03
368,2015,5,16,·Ôµ¥,1,0,0,1.0,1,1,0,5.9,20.6,0.25,88.9,1.0,0.52,3.11,3.08,0.22
369,2015,5,16,Hero,1,0,0,5.0,5,5,0,9.5,4.8,0.303,68.8,5.0,0.16,5.23,5.9,0.07
370,2015,5,16,µÎ»ê,1,0,0,5.0,5,5,1,5.1,20.5,0.40700000000000003,71.4,5.0,0.35,4.0,3.8,0.27
371,2015,5,16,SK,1,0,0,6.0,6,6,0,17.4,26.1,0.45799999999999996,70.0,6.0,0.26,4.0,3.73,0.16
372,2015,5,16,»ï¼º,1,0,0,8.0,8,8,2,4.7,27.9,0.444,60.6,8.0,0.01,4.56,3.92,0.27
373,2015,5,16,LG,0,0,1,7.0,7,6,0,8.0,18.0,0.455,69.6,6.0,0.08,4.34,4.37,0.28
374,2015,5,16,KIA,0,0,1,7.0,7,7,1,25.0,12.5,0.36,74.1,7.0,-0.07,8.11,8.71,-0.25
375,2015,5,16,ÇÑÈ­,0,0,1,8.0,8,8,1,14.6,17.1,0.308,51.5,8.0,-0.16,4.89,4.9,0.03
376,2015,5,16,KT,0,0,1,10.0,10,8,1,15.2,17.4,0.35700000000000004,51.1,8.0,-0.15,6.0,6.12,0.05
377,2015,5,16,NC,0,0,1,9.0,9,8,1,17.8,13.3,0.379,61.2,9.0,-0.29,7.17,7.53,-0.12
378,2015,5,17,NC,1,0,0,0.0,0,0,0,0.0,26.7,0.136,100.0,0.0,0.72,1.89,1.58,0.45
379,2015,5,17,·Ôµ¥,1,0,0,2.0,2,2,0,10.5,18.4,0.259,81.8,2.0,0.42,3.45,3.45,0.23
380,2015,5,17,KIA,1,0,0,3.0,3,3,3,12.5,25.0,0.25,112.2,3.0,0.41,7.78,7.59,-0.16
381,2015,5,17,LG,1,0,0,4.0,4,4,0,7.9,18.4,0.35700000000000004,69.2,4.0,0.25,3.11,3.07,0.26
382,2015,5,17,ÇÑÈ­,1,0,0,6.0,6,6,1,15.9,15.9,0.214,66.2,5.4,0.05,5.67,5.88,0.04
383,2015,5,17,»ï¼º,0,0,1,2.0,2,1,1,7.3,17.1,0.25,94.3,1.0,0.42,4.89,4.91,0.09
384,2015,5,17,µÎ»ê,0,0,1,4.0,4,3,0,7.5,15.0,0.35700000000000004,71.4,3.12,0.18,3.32,3.38,0.25
385,2015,5,17,Hero,0,0,1,7.0,7,6,1,20.8,11.3,0.364,75.2,5.59,-0.07,6.57,6.95,-0.24
386,2015,5,17,KT,0,0,1,6.0,6,6,1,5.1,20.5,0.231,52.1,6.0,-0.01,4.67,4.59,0.06
387,2015,5,17,SK,0,0,1,6.0,6,6,1,2.9,41.2,0.444,46.5,6.75,-0.05,2.17,1.07,0.3
388,2015,5,19,KT,1,0,0,2.0,2,2,0,5.9,26.5,0.261,75.0,2.0,0.56,2.34,2.02,0.44
389,2015,5,19,·Ôµ¥,1,0,0,3.0,3,3,2,3.2,32.3,0.17600000000000002,95.2,3.0,0.31,5.0,4.6,0.1
390,2015,5,19,SK,1,0,0,5.0,5,5,2,0.0,34.3,0.3,57.7,5.0,0.3,3.89,3.15,0.34
391,2015,5,19,Hero,1,0,0,10.0,10,9,2,9.8,17.1,0.35700000000000004,45.5,9.0,-0.06,6.34,6.35,0.06
392,2015,5,19,NC,0,0,1,4.0,4,4,0,7.5,10.0,0.433,77.8,4.0,0.29,4.45,4.85,0.19
