,연도,선수이름,팀명,포지션,경기수,선발경기,이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루저지,도루저지율,평균자책점,승,패,세이브,홀드,승률,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률
0,2015,조상우,키움,투수,70,0,93.33333333333333,2,1,2,10,1,0.857,0,0,0,0.0,3.09,8,5,5,19,0.615,65,4,41,6,89,36,32,1.14
1,2015,손승락,키움,투수,58,0,61.333333333333336,1,0,5,16,0,0.955,0,0,0,0.0,3.82,4,6,23,0,0.4,73,6,13,3,63,35,26,1.4
2,2015,김영민,키움,투수,57,4,90.33333333333333,1,0,1,12,1,0.929,0,0,0,0.0,4.38,4,5,0,6,0.444,90,14,28,7,85,47,44,1.31
3,2015,김대우,키움,투수,47,1,71.0,0,0,6,5,0,1.0,0,0,0,0.0,4.94,6,3,1,4,0.667,81,8,31,6,63,44,39,1.58
4,2015,한현희,키움,투수,45,17,123.33333333333333,2,1,8,16,0,0.923,0,0,0,0.0,4.82,11,4,0,10,0.733,126,14,41,13,122,70,66,1.35
5,2015,김택형,키움,투수,37,10,58.0,1,0,5,8,0,0.929,0,0,0,0.0,7.91,4,4,0,2,0.5,79,7,42,6,55,58,51,2.09
6,2015,문성현,키움,투수,34,13,91.66666666666667,0,0,8,6,0,1.0,0,0,0,0.0,6.28,0,5,0,1,0.0,114,10,39,5,58,75,64,1.67
7,2015,밴헤켄,키움,투수,32,32,196.66666666666666,3,1,11,23,0,0.919,0,0,0,0.0,3.62,15,8,0,0,0.652,190,14,67,1,193,92,79,1.31
8,2015,피어밴드,키움,투수,30,30,177.33333333333334,4,13,1,44,1,0.918,0,0,0,0.0,4.67,13,11,0,0,0.542,202,23,61,12,137,101,92,1.48
9,2015,이상민,키움,투수,23,0,19.333333333333332,0,0,0,4,0,1.0,0,0,0,0.0,10.71,0,1,0,1,0.0,29,4,10,3,12,23,23,2.02
10,2015,김동준,키움,투수,22,5,50.333333333333336,1,1,4,8,0,0.923,0,0,0,0.0,6.44,1,1,0,0,0.5,56,7,30,3,32,41,36,1.71
11,2015,송신영,키움,투수,18,16,69.0,0,0,3,8,1,1.0,0,0,0,0.0,5.35,7,4,0,0,0.636,77,12,22,2,46,42,41,1.43
12,2015,하영민,키움,투수,18,2,34.666666666666664,0,0,2,8,1,1.0,0,0,0,0.0,7.53,2,0,0,0,1.0,48,7,12,2,25,30,29,1.73
13,2015,양훈,키움,투수,16,3,38.333333333333336,0,0,1,5,1,1.0,0,0,0,0.0,1.41,2,1,0,0,0.667,33,1,14,0,15,9,6,1.23
14,2015,김정훈,키움,투수,13,1,15.333333333333334,1,0,2,1,0,0.75,0,0,0,0.0,7.04,0,2,0,1,0.0,20,2,10,3,11,14,12,1.96
15,2015,오재영,키움,투수,9,4,18.333333333333332,0,0,1,2,0,1.0,0,0,0,0.0,9.33,0,2,0,0,0.0,31,4,12,1,11,19,19,2.35
16,2015,금민철,키움,투수,7,5,22.0,0,0,3,2,0,1.0,0,0,0,0.0,4.5,1,1,0,0,0.5,25,2,14,2,11,11,11,1.77
17,2015,배힘찬,키움,투수,7,0,6.666666666666667,0,0,1,0,0,1.0,0,0,0,0.0,6.75,0,1,0,0,0.0,10,1,6,0,1,7,5,2.4
18,2015,함덕주,두산,투수,68,0,61.666666666666664,0,0,2,9,0,1.0,0,0,0,0.0,3.65,7,2,2,16,0.778,52,4,46,2,76,30,25,1.59
19,2015,오현택,두산,투수,61,0,56.0,1,0,5,9,0,0.933,0,0,0,0.0,5.3,1,3,0,13,0.25,59,6,16,4,45,33,33,1.34
20,2015,윤명준,두산,투수,60,0,68.0,0,1,3,9,1,1.0,0,0,0,0.0,3.97,4,6,6,7,0.4,72,9,30,5,48,33,30,1.5
21,2015,이현호,두산,투수,49,7,86.0,2,0,6,10,0,0.889,0,0,0,0.0,4.19,6,1,0,2,0.857,83,8,35,4,87,43,40,1.37
22,2015,노경은,두산,투수,47,0,58.333333333333336,1,1,5,8,0,0.929,0,0,0,0.0,4.47,1,4,4,0,0.2,57,6,37,5,41,33,29,1.61
23,2015,진야곱,두산,투수,47,14,102.66666666666667,1,0,6,14,1,0.952,0,0,0,0.0,7.01,5,9,0,4,0.357,120,12,68,3,108,88,80,1.83
24,2015,이현승,두산,투수,41,0,46.666666666666664,1,0,2,7,1,0.9,0,0,0,0.0,2.89,3,1,18,2,0.75,45,3,10,2,41,16,15,1.18
25,2015,이재우,두산,투수,37,1,46.0,0,0,0,7,0,1.0,0,0,0,0.0,6.26,0,2,0,9,0.0,44,9,28,5,47,33,32,1.57
26,2015,유희관,두산,투수,30,30,189.66666666666666,0,1,10,38,3,1.0,0,0,0,0.0,3.94,18,5,0,0,0.783,193,23,44,4,126,84,83,1.25
27,2015,장원준,두산,투수,30,30,169.66666666666666,0,0,6,31,2,1.0,0,0,0,0.0,4.08,12,12,0,0,0.5,182,13,68,14,128,86,77,1.47
28,2015,니퍼트,두산,투수,20,16,90.0,1,0,6,17,0,0.958,0,0,0,0.0,5.1,6,5,0,0,0.545,104,4,33,4,76,54,51,1.52
29,2015,스와잭,두산,투수,20,17,92.33333333333333,4,0,3,12,0,0.789,0,0,0,0.0,5.26,5,7,0,1,0.417,110,9,30,4,72,57,54,1.52
30,2015,김명성,두산,투수,17,0,17.333333333333332,0,0,1,2,0,1.0,0,0,0,0.0,7.79,1,0,0,0,1.0,27,2,11,1,10,15,15,2.19
31,2015,김강률,두산,투수,16,0,14.666666666666666,0,0,1,5,0,1.0,0,0,0,0.0,2.45,3,1,0,3,0.75,14,1,10,0,7,5,4,1.64
32,2015,허준혁,두산,투수,16,14,63.0,0,0,1,7,0,1.0,0,0,0,0.0,3.57,3,2,0,0,0.6,52,7,41,6,45,37,25,1.48
33,2015,마야,두산,투수,13,13,68.33333333333333,1,0,5,13,1,0.947,0,0,0,0.0,8.17,2,5,0,0,0.286,83,6,31,5,62,62,62,1.67
34,2015,이원재,두산,투수,12,0,10.666666666666666,0,0,1,2,0,1.0,0,0,0,0.0,12.66,1,0,0,0,1.0,21,2,12,1,5,15,15,3.09
35,2015,홍성민,롯데,투수,67,0,82.0,0,0,2,7,1,1.0,0,0,0,0.0,3.95,4,4,1,8,0.5,85,8,24,10,65,38,36,1.33
36,2015,이성민,롯데,투수,61,0,72.66666666666667,1,0,5,14,1,0.95,0,0,0,0.0,4.58,5,7,4,7,0.417,92,11,33,4,58,44,37,1.72
37,2015,이명우,롯데,투수,59,5,59.0,0,0,1,24,4,1.0,0,0,0,0.0,5.64,2,1,0,6,0.667,78,5,20,2,34,44,37,1.66
38,2015,강영식,롯데,투수,50,0,38.666666666666664,0,1,0,6,0,1.0,0,0,0,0.0,4.19,2,1,2,6,0.667,40,6,10,0,46,21,18,1.29
39,2015,김성배,롯데,투수,45,0,39.666666666666664,0,0,2,5,0,1.0,0,0,0,0.0,7.71,2,3,1,5,0.4,51,2,19,2,33,34,34,1.76
40,2015,김승회,롯데,투수,39,7,75.0,0,0,5,7,0,1.0,0,0,0,0.0,6.24,7,3,2,2,0.7,96,13,28,4,50,52,52,1.65
41,2015,심수창,롯데,투수,39,6,73.33333333333333,0,0,1,6,0,1.0,0,0,0,0.0,6.01,4,6,5,3,0.4,99,9,29,3,76,56,49,1.75
42,2015,이정민,롯데,투수,34,0,44.666666666666664,2,0,5,5,1,0.833,0,0,0,0.0,5.84,1,4,1,5,0.2,59,4,31,2,36,34,29,2.01
43,2015,린드블럼,롯데,투수,32,32,210.0,0,2,11,30,2,1.0,0,0,0,0.0,3.56,13,11,0,0,0.542,196,28,52,12,180,86,83,1.18
44,2015,레일리,롯데,투수,31,30,179.33333333333334,1,1,13,39,4,0.981,0,0,0,0.0,3.91,11,9,0,0,0.55,182,20,57,15,134,93,78,1.33
45,2015,박세웅,롯데,투수,31,21,114.0,3,1,3,17,0,0.87,0,0,0,0.0,5.76,2,11,0,0,0.154,129,16,54,12,82,81,73,1.61
46,2015,송승준,롯데,투수,25,23,125.0,3,2,7,12,1,0.864,0,0,0,0.0,4.75,8,7,0,0,0.533,131,17,46,4,112,71,66,1.42
47,2015,정대현,롯데,투수,19,0,18.333333333333332,0,0,0,1,0,1.0,0,0,0,0.0,2.95,2,1,3,3,0.667,16,3,7,2,17,6,6,1.25
48,2015,심규범,롯데,투수,16,0,6.333333333333333,0,0,0,2,0,1.0,0,0,0,0.0,7.11,0,1,0,1,0.0,7,1,6,0,6,5,5,2.05
49,2015,이상화,롯데,투수,14,12,55.0,0,0,10,10,0,1.0,0,0,0,0.0,6.55,3,8,0,0,0.273,69,7,25,1,35,43,40,1.71
50,2015,구승민,롯데,투수,11,3,29.0,0,0,5,1,1,1.0,0,0,0,0.0,10.24,0,2,0,0,0.0,46,9,9,2,20,33,33,1.9
51,2015,배장호,롯데,투수,9,5,28.666666666666668,1,0,2,4,0,0.857,0,0,0,0.0,6.59,0,2,0,0,0.0,35,5,10,5,9,21,21,1.57
52,2015,이재곤,롯데,투수,5,5,13.0,0,0,1,1,1,1.0,0,0,0,0.0,6.23,0,2,0,0,0.0,15,1,18,4,9,10,9,2.54
53,2015,박근홍,삼성,투수,66,0,48.666666666666664,1,0,1,7,0,0.889,0,0,0,0.0,2.96,2,2,0,8,0.5,39,3,24,6,55,20,16,1.29
54,2015,안지만,삼성,투수,66,0,78.33333333333333,0,3,4,15,4,1.0,0,0,0,0.0,3.33,4,3,0,37,0.571,76,8,26,2,96,29,29,1.3
55,2015,심창민,삼성,투수,61,0,67.33333333333333,0,0,0,6,1,1.0,0,0,0,0.0,4.28,6,3,0,9,0.667,54,7,24,5,91,32,32,1.16
56,2015,임창용,삼성,투수,55,0,54.0,0,0,3,10,1,1.0,0,0,0,0.0,2.83,5,2,33,0,0.714,45,2,13,3,71,17,17,1.07
57,2015,신용운,삼성,투수,35,0,25.666666666666668,0,0,1,3,0,1.0,0,0,0,0.0,7.01,1,1,0,2,0.5,35,2,16,2,22,23,20,1.99
58,2015,차우찬,삼성,투수,31,29,173.0,1,3,10,35,1,0.978,0,0,0,0.0,4.79,13,7,0,1,0.65,160,28,74,5,194,98,92,1.35
59,2015,윤성환,삼성,투수,30,30,194.0,1,0,6,16,1,0.957,0,0,0,0.0,3.76,17,8,0,0,0.68,199,27,30,10,164,86,81,1.18
60,2015,클로이드,삼성,투수,28,28,159.66666666666666,3,1,5,21,3,0.897,0,0,0,0.0,5.19,11,11,0,0,0.5,190,24,38,12,123,103,92,1.43
61,2015,장원삼,삼성,투수,26,25,136.66666666666666,1,0,2,14,0,0.941,0,0,0,0.0,5.8,10,9,0,0,0.526,151,29,50,1,107,96,88,1.47
62,2015,피가로,삼성,투수,25,25,165.0,4,1,9,18,2,0.871,0,0,0,0.0,3.38,13,7,0,0,0.65,154,16,51,7,117,66,62,1.24
63,2015,김기태,삼성,투수,23,0,29.333333333333332,1,0,0,2,0,0.667,0,0,0,0.0,7.06,3,0,0,0,1.0,36,11,10,0,23,25,23,1.57
64,2015,김건한,삼성,투수,16,1,16.333333333333332,0,0,0,5,0,1.0,0,0,0,0.0,6.06,1,1,0,0,0.5,26,1,8,1,6,11,11,2.08
65,2015,정인욱,삼성,투수,12,4,29.333333333333332,0,0,2,1,0,1.0,0,0,0,0.0,8.28,2,2,1,0,0.5,40,5,16,2,29,27,27,1.91
66,2015,권혁,한화,투수,78,0,112.0,1,1,2,18,1,0.952,0,0,0,0.0,4.98,9,13,17,6,0.409,124,15,53,5,88,68,62,1.58
67,2015,박정진,한화,투수,76,0,96.0,2,0,3,8,1,0.846,0,0,0,0.0,3.09,6,1,1,15,0.857,84,8,39,5,92,37,33,1.28
68,2015,송창식,한화,투수,64,10,109.0,1,1,7,10,0,0.944,0,0,0,0.0,6.44,8,7,0,11,0.533,115,29,64,7,87,82,78,1.64
69,2015,김기현,한화,투수,54,0,41.333333333333336,0,0,1,3,0,1.0,0,0,0,0.0,4.35,1,0,0,3,1.0,36,5,30,3,32,20,20,1.6
70,2015,정대훈,한화,투수,51,0,36.0,0,0,3,7,2,1.0,0,0,0,0.0,4.75,1,1,0,2,0.5,44,4,14,5,12,21,19,1.61
71,2015,윤규진,한화,투수,40,0,50.666666666666664,0,1,1,7,0,1.0,0,0,0,0.0,2.66,3,2,10,3,0.6,39,3,21,0,48,15,15,1.18
72,2015,김민우,한화,투수,36,8,70.0,1,0,1,10,0,0.917,0,0,0,0.0,5.14,1,3,0,0,0.25,67,5,38,10,50,41,40,1.5
73,2015,안영명,한화,투수,35,27,125.33333333333333,1,0,8,27,1,0.972,0,0,0,0.0,5.1,10,6,0,1,0.625,137,15,60,11,82,77,71,1.57
74,2015,송은범,한화,투수,33,14,70.33333333333333,0,0,6,8,0,1.0,0,0,0,0.0,7.04,2,9,4,1,0.182,103,10,30,4,48,59,55,1.89
75,2015,배영수,한화,투수,32,21,101.0,2,1,6,14,0,0.909,0,0,0,0.0,7.04,4,11,0,1,0.267,124,21,39,14,56,93,79,1.61
76,2015,이동걸,한화,투수,32,0,44.333333333333336,0,0,2,7,0,1.0,0,0,0,0.0,4.47,2,0,0,0,1.0,58,8,28,4,25,28,22,1.94
77,2015,탈보트,한화,투수,30,30,156.33333333333334,0,2,14,31,3,1.0,0,0,0,0.0,4.72,10,11,0,0,0.476,153,11,85,13,120,93,82,1.52
78,2015,임준섭,한화,투수,22,0,19.333333333333332,1,0,1,1,0,0.667,0,0,0,0.0,3.72,1,0,0,2,1.0,26,1,13,0,18,12,8,2.02
79,2015,유먼,한화,투수,17,17,91.66666666666667,4,0,2,13,0,0.789,0,0,0,0.0,4.52,4,6,0,0,0.4,96,9,38,4,56,52,46,1.46
80,2015,김범수,한화,투수,15,0,14.666666666666666,0,0,0,1,1,1.0,0,0,0,0.0,7.36,0,2,0,0,0.0,10,0,20,1,10,12,12,2.05
81,2015,로저스,한화,투수,10,10,75.66666666666667,0,1,2,7,1,1.0,0,0,0,0.0,2.97,6,2,0,0,0.75,62,2,20,4,60,26,25,1.08
82,2015,심동섭,KIA,투수,69,0,57.333333333333336,0,2,1,7,0,1.0,0,0,0,0.0,5.02,3,1,1,21,0.75,47,7,43,3,71,35,32,1.57
83,2015,최영필,KIA,투수,59,0,63.0,2,1,5,6,1,0.846,0,0,0,0.0,2.86,5,2,0,10,0.714,57,8,8,2,51,23,20,1.03
84,2015,윤석민,KIA,투수,51,0,70.0,0,1,2,9,1,1.0,0,0,0,0.0,2.96,2,6,30,0,0.25,69,4,24,2,68,23,23,1.33
85,2015,한승혁,KIA,투수,49,0,56.0,2,1,3,13,0,0.889,0,0,0,0.0,5.46,2,6,0,6,0.25,55,7,36,1,56,36,34,1.63
86,2015,김광수,KIA,투수,41,1,43.666666666666664,1,0,5,4,1,0.9,0,0,0,0.0,4.53,4,4,0,9,0.5,53,2,13,2,22,24,22,1.51
87,2015,홍건희,KIA,투수,38,7,82.0,0,0,5,5,1,1.0,0,0,0,0.0,6.04,2,5,1,0,0.286,84,18,57,4,86,63,55,1.72
88,2015,박준표,KIA,투수,37,2,46.0,0,0,7,6,0,1.0,0,0,0,0.0,6.26,2,2,0,3,0.5,54,4,11,5,33,32,32,1.41
89,2015,스틴슨,KIA,투수,32,30,167.0,2,2,18,36,0,0.964,0,0,0,0.0,4.96,11,10,0,0,0.524,190,15,64,14,93,100,92,1.52
90,2015,양현종,KIA,투수,32,31,184.33333333333334,1,0,7,30,1,0.974,0,0,0,0.0,2.44,15,6,0,1,0.714,150,18,78,7,157,52,50,1.24
91,2015,김태영,KIA,투수,27,0,26.0,0,0,0,2,0,1.0,0,0,0,0.0,5.19,0,2,0,4,0.0,36,3,8,4,30,16,15,1.69
92,2015,유창식,KIA,투수,27,12,54.666666666666664,0,0,0,10,0,1.0,0,0,0,0.0,7.9,0,8,0,0,0.0,67,9,40,3,34,53,48,1.96
93,2015,임준혁,KIA,투수,27,21,118.66666666666667,0,1,2,18,3,1.0,0,0,0,0.0,4.1,9,6,0,2,0.6,125,11,43,8,73,58,54,1.42
94,2015,김병현,KIA,투수,23,8,49.0,1,1,2,4,0,0.857,0,0,0,0.0,6.98,0,5,0,2,0.0,67,7,18,11,38,38,38,1.73
95,2015,박정수,KIA,투수,19,4,42.333333333333336,1,0,3,7,1,0.909,0,0,0,0.0,5.53,0,3,0,0,0.0,47,4,19,6,25,31,26,1.56
96,2015,임기준,KIA,투수,17,6,34.0,1,0,3,8,0,0.917,0,0,0,0.0,6.62,1,3,0,0,0.25,39,4,27,12,26,32,25,1.94
97,2015,에반,KIA,투수,16,1,26.333333333333332,0,0,0,3,0,1.0,0,0,0,0.0,4.44,4,0,0,4,1.0,30,0,13,1,25,15,13,1.63
98,2015,험버,KIA,투수,12,11,50.666666666666664,0,0,0,6,0,1.0,0,0,0,0.0,6.75,3,3,0,0,0.5,62,11,32,5,35,38,38,1.86
99,2015,심재민,KT,투수,50,1,56.333333333333336,1,0,4,8,0,0.923,0,0,0,0.0,6.87,2,3,0,1,0.4,68,3,41,7,29,45,43,1.93
100,2015,고영표,KT,투수,46,0,57.0,1,0,2,7,0,0.9,0,0,0,0.0,5.68,3,4,0,0,0.429,68,2,19,16,57,41,36,1.53
101,2015,장시환,KT,투수,46,0,74.33333333333333,0,2,2,8,0,1.0,0,0,0,0.0,3.98,7,5,12,0,0.583,73,1,28,1,75,33,33,1.35
102,2015,조무근,KT,투수,43,1,71.66666666666667,0,0,2,4,0,1.0,0,0,0,0.0,1.88,8,5,4,2,0.615,54,3,32,4,83,26,15,1.2
103,2015,김재윤,KT,투수,42,0,44.666666666666664,1,0,2,2,1,0.8,0,0,0,0.0,4.23,1,2,0,6,0.333,46,3,12,1,70,23,21,1.3
104,2015,홍성용,KT,투수,42,0,40.0,0,0,3,6,0,1.0,0,0,0,0.0,3.86,0,4,0,10,0.0,39,3,13,6,31,19,17,1.31
105,2015,이창재,KT,투수,38,0,33.0,0,0,2,4,0,1.0,0,0,0,0.0,6.82,0,1,0,3,0.0,38,8,12,2,32,30,25,1.52
106,2015,최원재,KT,투수,36,0,33.0,1,0,2,5,1,0.875,0,0,0,0.0,3.82,2,1,0,3,0.667,43,2,12,3,24,16,14,1.67
107,2015,옥스프링,KT,투수,31,31,185.0,2,4,10,32,1,0.955,0,0,0,0.0,4.48,12,10,0,0,0.545,200,23,66,10,142,104,92,1.44
108,2015,정대현,KT,투수,30,26,118.0,1,1,2,19,0,0.955,0,0,0,0.0,5.19,5,11,0,0,0.313,138,19,62,4,82,80,68,1.69
109,2015,엄상백,KT,투수,28,22,100.0,0,1,5,12,2,1.0,0,0,0,0.0,6.66,5,6,0,0,0.455,127,15,50,10,78,77,74,1.77
110,2015,홍성무,KT,투수,23,0,28.0,0,0,1,2,0,1.0,0,0,0,0.0,4.82,0,1,0,0,0.0,31,5,9,1,22,15,15,1.43
111,2015,정성곤,KT,투수,20,15,58.0,2,0,2,9,0,0.846,0,0,0,0.0,8.53,2,6,0,0,0.25,81,12,51,1,41,58,55,2.28
112,2015,시스코,KT,투수,17,5,39.0,4,0,0,5,0,0.556,0,0,0,0.0,6.23,0,6,0,2,0.0,43,5,25,4,42,34,27,1.74
113,2015,윤근영,KT,투수,17,7,32.0,1,0,3,8,0,0.917,0,0,0,0.0,5.63,1,4,0,2,0.2,35,3,21,4,21,23,20,1.75
114,2015,김민수,KT,투수,15,1,23.333333333333332,0,0,0,2,0,1.0,0,0,0,0.0,5.79,0,1,0,1,0.0,30,1,13,1,18,18,15,1.84
115,2015,저마노,KT,투수,15,14,76.66666666666667,1,0,7,10,2,0.944,0,0,0,0.0,4.93,3,6,0,1,0.333,111,7,15,3,40,46,42,1.64
116,2015,주권,KT,투수,15,3,24.333333333333332,1,0,3,3,1,0.857,0,0,0,0.0,8.51,0,2,0,0,0.0,43,6,9,2,13,26,23,2.14
117,2015,어윈,KT,투수,12,12,56.0,2,1,2,11,2,0.867,0,0,0,0.0,8.68,1,7,0,0,0.125,90,10,21,2,41,57,54,1.98
118,2015,윤지웅,LG,투수,78,0,62.0,0,0,8,17,1,1.0,0,0,0,0.0,3.77,3,1,0,12,0.75,47,3,17,1,54,26,26,1.03
119,2015,이동현,LG,투수,60,0,59.333333333333336,1,2,1,14,0,0.938,0,0,0,0.0,4.4,5,5,4,11,0.5,65,4,20,2,55,33,29,1.43
120,2015,임정우,LG,투수,54,11,109.0,0,0,8,15,0,1.0,0,0,0,0.0,5.04,6,9,5,3,0.4,123,8,50,14,99,65,61,1.59
121,2015,봉중근,LG,투수,47,2,49.333333333333336,1,1,1,7,2,0.889,0,0,0,0.0,4.93,5,2,15,0,0.714,60,10,23,6,39,28,27,1.68
122,2015,진해수,LG,투수,39,0,28.333333333333332,0,0,1,5,0,1.0,0,0,0,0.0,5.72,2,2,0,4,0.5,29,2,16,5,20,19,18,1.59
123,2015,신승현,LG,투수,37,0,35.666666666666664,0,0,0,5,2,1.0,0,0,0,0.0,4.79,0,1,0,3,0.0,32,3,18,5,30,19,19,1.4
124,2015,루카스,LG,투수,33,30,171.66666666666666,4,2,7,38,3,0.918,0,0,0,0.0,4.93,10,11,0,1,0.476,175,11,108,14,151,103,94,1.65
125,2015,소사,LG,투수,32,30,194.33333333333334,3,0,5,25,0,0.909,0,0,0,0.0,4.03,10,12,0,1,0.455,199,16,36,5,177,102,87,1.21
126,2015,정찬헌,LG,투수,32,0,44.0,0,2,3,10,1,1.0,0,0,0,0.0,5.52,3,6,1,5,0.333,49,3,14,5,32,27,27,1.43
127,2015,김선규,LG,투수,31,0,31.666666666666668,0,0,2,5,0,1.0,0,0,0,0.0,3.13,2,0,0,2,1.0,34,5,10,2,19,12,11,1.39
128,2015,우규민,LG,투수,25,25,152.66666666666666,1,4,9,30,3,0.975,0,0,0,0.0,3.42,11,9,0,0,0.55,163,13,17,12,119,64,58,1.18
129,2015,유원상,LG,투수,25,0,37.0,0,0,3,4,0,1.0,0,0,0,0.0,5.59,1,1,0,1,0.5,44,6,12,2,22,26,23,1.51
130,2015,김지용,LG,투수,24,0,32.666666666666664,1,0,1,1,0,0.667,0,0,0,0.0,4.13,1,1,0,0,0.5,30,4,12,1,28,15,15,1.29
131,2015,류제국,LG,투수,24,23,130.0,2,1,10,27,3,0.949,0,0,0,0.0,4.78,4,9,0,0,0.308,134,16,55,14,88,72,69,1.45
132,2015,장진용,LG,투수,11,9,32.333333333333336,0,0,2,5,0,1.0,0,0,0,0.0,6.4,1,3,0,0,0.25,43,5,7,5,20,26,23,1.55
133,2015,임지섭,LG,투수,8,8,31.666666666666668,1,1,1,3,0,0.8,0,0,0,0.0,6.25,1,2,0,0,0.333,18,3,36,2,37,23,22,1.71
134,2015,임정호,NC,투수,80,0,48.0,0,1,0,7,0,1.0,0,0,0,0.0,3.75,1,2,0,14,0.333,31,2,27,5,54,21,20,1.21
135,2015,최금강,NC,투수,78,0,89.66666666666667,3,0,8,12,1,0.87,0,0,0,0.0,3.71,6,5,1,14,0.545,77,11,37,11,61,40,37,1.27
136,2015,이민호,NC,투수,64,6,96.0,2,0,1,8,0,0.818,0,0,0,0.0,5.06,6,5,0,10,0.545,103,15,41,6,103,62,54,1.5
137,2015,임창민,NC,투수,61,0,64.0,2,0,3,8,0,0.846,0,0,0,0.0,3.8,1,5,31,0,0.167,57,7,21,1,72,28,27,1.22
138,2015,김진성,NC,투수,58,0,66.0,0,0,2,7,0,1.0,0,0,0,0.0,4.5,3,4,5,12,0.429,59,14,18,1,70,35,33,1.17
139,2015,해커,NC,투수,31,31,204.0,0,0,23,37,3,1.0,0,0,0,0.0,3.13,19,5,0,0,0.792,174,14,36,25,164,81,71,1.03
140,2015,이재학,NC,투수,29,23,125.0,3,0,10,12,1,0.88,0,0,0,0.0,4.1,10,8,0,1,0.556,115,17,58,9,116,58,57,1.38
141,2015,이태양,NC,투수,29,25,137.33333333333334,2,0,6,23,4,0.935,0,0,0,0.0,3.67,10,5,0,0,0.667,141,19,40,19,113,59,56,1.32
142,2015,손민한,NC,투수,26,19,105.0,0,0,3,15,2,1.0,0,0,0,0.0,4.89,11,6,0,0,0.647,122,8,15,5,50,65,57,1.3
143,2015,민성기,NC,투수,21,0,25.666666666666668,0,0,2,2,0,1.0,0,0,0,0.0,4.91,1,0,0,0,1.0,28,2,23,4,21,17,14,1.99
144,2015,손정욱,NC,투수,20,1,23.333333333333332,0,0,1,4,0,1.0,0,0,0,0.0,6.56,1,0,0,0,1.0,37,3,9,0,17,17,17,1.97
145,2015,스튜어트,NC,투수,19,19,117.66666666666667,0,0,9,11,0,1.0,0,0,0,0.0,2.68,8,2,0,0,0.8,116,7,26,6,109,37,35,1.21
146,2015,노성호,NC,투수,17,3,23.666666666666668,0,1,0,4,0,1.0,0,0,0,0.0,10.65,1,2,0,0,0.333,33,8,23,0,25,28,28,2.37
147,2015,찰리,NC,투수,12,12,53.333333333333336,1,0,4,11,0,0.938,0,0,0,0.0,5.74,4,5,0,0,0.444,67,8,19,7,29,39,34,1.61
148,2015,박명환,NC,투수,11,4,26.0,0,0,1,3,0,1.0,0,0,0,0.0,4.85,1,1,0,0,0.5,36,6,5,3,15,14,14,1.58
149,2015,박진우,NC,투수,10,0,14.333333333333334,0,0,2,4,0,1.0,0,0,0,0.0,3.14,1,1,0,0,0.5,19,1,2,1,8,5,5,1.47
150,2015,윤길현,SK,투수,70,0,62.666666666666664,1,0,1,4,0,0.833,0,0,0,0.0,3.16,0,4,13,17,0.0,58,7,36,2,62,25,22,1.5
151,2015,정우람,SK,투수,69,0,70.0,0,0,0,9,0,1.0,0,0,0,0.0,3.21,7,5,16,11,0.583,52,3,28,1,90,25,25,1.14
152,2015,전유수,SK,투수,66,0,77.66666666666667,0,1,2,9,1,1.0,0,0,0,0.0,4.4,3,6,1,5,0.333,66,9,42,5,84,39,38,1.39
153,2015,신재웅,SK,투수,61,0,50.333333333333336,1,1,3,6,0,0.9,0,0,0,0.0,4.11,0,1,0,9,0.0,72,5,17,4,49,28,23,1.77
154,2015,문광은,SK,투수,53,1,64.33333333333333,0,0,4,6,0,1.0,0,0,0,0.0,6.85,1,5,1,11,0.167,87,13,27,4,54,55,49,1.77
155,2015,박종훈,SK,투수,33,23,118.0,3,0,16,9,0,0.893,0,0,0,0.0,5.19,6,8,0,0,0.429,123,7,53,17,105,74,68,1.49
156,2015,채병용,SK,투수,33,8,83.0,0,0,5,7,0,1.0,0,0,0,0.0,6.07,4,4,0,1,0.5,103,17,27,3,78,56,56,1.57
157,2015,고효준,SK,투수,30,2,51.0,2,0,1,4,0,0.714,0,0,0,0.0,6.18,0,3,0,0,0.0,61,8,31,4,43,37,35,1.8
158,2015,김광현,SK,투수,30,29,176.66666666666666,2,1,12,30,1,0.955,0,0,0,0.0,3.72,14,6,0,1,0.7,173,19,66,3,160,86,73,1.35
159,2015,켈리,SK,투수,30,29,181.0,1,0,14,41,3,0.982,0,0,0,0.0,4.13,11,10,0,0,0.524,188,16,54,5,139,87,83,1.34
160,2015,이재영,SK,투수,26,0,31.0,0,0,2,4,1,1.0,0,0,0,0.0,4.65,1,0,0,1,1.0,36,4,13,3,26,18,16,1.58
161,2015,박정배,SK,투수,24,0,25.333333333333332,0,0,0,6,0,1.0,0,0,0,0.0,5.33,2,2,0,2,0.5,25,3,13,2,28,15,15,1.5
162,2015,윤희상,SK,투수,21,21,93.33333333333333,1,0,5,11,0,0.941,0,0,0,0.0,5.88,5,9,0,0,0.357,113,15,34,3,67,65,61,1.58
163,2015,박민호,SK,투수,20,0,27.333333333333332,0,0,3,7,1,1.0,0,0,0,0.0,4.28,1,1,0,1,0.5,26,4,9,2,12,18,13,1.28
164,2015,세든,SK,투수,14,14,74.0,3,2,1,12,0,0.813,0,0,0,0.0,4.99,7,5,0,0,0.583,77,12,28,5,67,42,41,1.42
